time,open,high,low,close,Volume
1701446400,38390.6,38978.6,38375.6,38782.1,11392.386
1701450000,38782.1,38871.2,38691.7,38788.2,4039.868
1701453600,38788.2,38903.9,38690,38695,2721.338
1701457200,38695,38785.9,38621.5,38761.1,2423.987
1701460800,38761.1,38866.8,38711.7,38745.9,2570.738
1701464400,38745.9,38900,38745.9,38778,2757.08
1701468000,38778,38852.2,38684.1,38705,2034.828
1701471600,38705,38741.2,38637,38681.2,2292.048
1701475200,38681.2,38722,38641.4,38698.2,2336.604
1701478800,38698.2,38788.2,38687,38733.9,1582.337
1701482400,38733.9,38755.7,38650.9,38699.3,2443.761
1701486000,38699.3,38761.3,38693.2,38760,2343.121
1701489600,38760,38800.3,38702.8,38800.3,1457.726
1701493200,38800.3,38803.8,38728.7,38728.7,2067.561
1701496800,38728.7,38774.6,38695.7,38752,2247.642
1701500400,38752,38808.6,38684,38686.1,2368.693
1701504000,38686.1,38720.6,38629.8,38691.8,1486.464
1701507600,38691.8,38767.5,38682.4,38750.1,1274.152
1701511200,38750.1,38768.8,38724.4,38746.2,1417.327
1701514800,38746.2,38753.3,38707.2,38743.6,1533.107
1701518400,38743.6,38799,38730.2,38779.5,1504.853
1701522000,38779.5,38880.9,38754.7,38819.9,2391.385
1701525600,38819.9,38852.7,38722.4,38779.3,2363.738
1701529200,38779.3,38831.5,38711.6,38811.7,2370.769
1701532800,38811.7,38811.7,38709.9,38747.8,1886.84
1701536400,38747.8,38798.2,38741,38798,1358.996
1701540000,38798,38958.5,38759,38850.7,3228.551
1701543600,38850.7,39865.9,38850.7,39411.7,12296.162
1701547200,39411.7,39593.6,39265.7,39567,3099.611
1701550800,39567,39720.6,39408,39548,5039.138
1701554400,39548,39602.1,39281.8,39339.7,3533.612
1701558000,39339.7,39458,39316.4,39438.8,2455.13
1701561600,39438.8,39510.3,39381.5,39480.1,2750.61
1701565200,39480.1,39543.3,39455.1,39465.2,1541.063
1701568800,39465.2,39530.7,39343.1,39350.6,2567.016
1701572400,39350.6,39370,39260.3,39367.5,2695.668
1701576000,39367.5,39404.9,39331.2,39337.3,1618.941
1701579600,39337.3,39428,39304.6,39403.1,1732.818
1701583200,39403.1,39438.4,39353,39401.5,1481.32
1701586800,39401.5,39475.7,39382.1,39463.8,2031.679
1701590400,39463.8,39473.2,39384.4,39386.4,2174.666
1701594000,39386.4,39453,39381,39446.3,1489.913
1701597600,39446.3,39534.4,39398.8,39529.6,2417.555
1701601200,39529.6,39532,39432.9,39466.4,2521.171
1701604800,39466.4,39497.6,39368,39391.4,2275.915
1701608400,39391.4,39768,39373,39660.8,7289.353
1701612000,39660.8,39738.2,39524.5,39524.5,4589.721
1701615600,39524.5,39800,39473.6,39750,4600.413
1701619200,39750,39830.8,39636.1,39658.4,3643.676
1701622800,39658.4,39665.9,39452.4,39516.7,3184.029
1701626400,39516.7,39574.3,39481.9,39531.5,2183.642
1701630000,39531.5,39560,39418.3,39548.7,2191.216
1701633600,39548.7,39625.6,39536.2,39551.4,1740.689
1701637200,39551.4,39752.3,39551.4,39700.6,2103.9
1701640800,39700.6,40368.2,39676.2,40071.4,11014.17
1701644400,40071.4,40190.9,39780.6,39972.3,5152.953
1701648000,39972.3,40227.9,39970,40201.6,4160.326
1701651600,40201.6,40886.3,40155,40607.3,13492.976
1701655200,40607.3,40698.5,40479.2,40680,4177.943
1701658800,40680,40881.8,40670.3,40709.3,4660.691
1701662400,40709.3,40933.9,40684,40899.7,4238.128
1701666000,40899.7,41600,40855,41514.3,15270.797
1701669600,41514.3,41778.9,41346,41399.1,8427.511
1701673200,41399.1,41566.2,41315.7,41456.2,3429.497
1701676800,41456.2,41739.4,41382.4,41686.5,3774.514
1701680400,41686.5,41827.7,41531.9,41545.3,4827.314
1701684000,41545.3,42121.9,41539.8,41974.1,7466.073
1701687600,41974.1,42155.7,41327.9,41600,13016.943
1701691200,41600,41825,41487.6,41789.4,4751.588
1701694800,41789.4,41901.6,41702.2,41726.8,4024.067
1701698400,41726.8,41782,41463.2,41634.7,4826.946
1701702000,41634.7,41642.5,41105.2,41262.6,6920.06
1701705600,41262.6,41630.9,41174.4,41630.7,4089.949
1701709200,41630.7,41765.7,41555.1,41612.5,3123.082
1701712800,41612.5,41760,41511.7,41724.4,2187.897
1701716400,41724.4,42071.6,41711,41988.3,4970.463
1701720000,41988.3,42007.6,41723,41764.6,2411.586
1701723600,41764.6,42057.7,41710.1,42043.6,2598.911
1701727200,42043.6,42433.4,41860,41961.1,7425.433
1701730800,41961.1,42003.6,41799.3,41988.6,2269.565
1701734400,41988.6,41988.6,41756,41932,2401.129
1701738000,41932,41937.6,41630.2,41806.4,3358.388
1701741600,41806.4,41820.8,41630.2,41740.9,2098.184
1701745200,41740.9,41834.7,41708.4,41822.3,1770.635
1701748800,41822.3,41826.7,41726.6,41774.7,1134.729
1701752400,41774.7,41908.8,41731,41899.3,1882.847
1701756000,41899.3,41901.7,41657,41727.1,2027.33
1701759600,41727.1,41731.7,41387,41524.7,6162.01
1701763200,41524.7,41632.4,41420,41609.5,2887.635
1701766800,41609.5,41722.2,41584.6,41704.6,1696.114
1701770400,41704.6,41762.7,41614.4,41614.4,2080.415
1701774000,41614.4,41740,41571.5,41725,1636.427
1701777600,41725,41878,41693,41863.9,2911.688
1701781200,41863.9,42082.6,41799.1,41814.4,6624.847
1701784800,41814.4,42241.1,41803.9,42178,6344.922
1701788400,42178,42487.9,42080,42252.3,7619.956
1701792000,42252.3,42845,42115.8,42700.4,10862.546
1701795600,42700.4,44179,42663.8,43384.5,22022.956
1701799200,43384.5,44133,43327,43720.9,8817.07
1701802800,43720.9,43973.9,43595.4,43821.9,5071.493
1701806400,43821.9,43856.3,43427.5,43794.6,3647.836
1701810000,43794.6,44266.7,43696.4,43897.6,3665.11
1701813600,43897.6,44518.2,43800,44293.3,6746.811
1701817200,44293.3,44297.5,43864.8,44071.4,4315.765
1701820800,44071.4,44145.7,43824.1,44137.5,3247.802
1701824400,44137.5,44144.5,43741.2,43872.1,2707.06
1701828000,43872.1,43907.7,43569,43890.9,2979.197
1701831600,43890.9,43906.9,43672.6,43746.9,1683.406
1701835200,43746.9,43855.1,43600,43729,1691.876
1701838800,43729,43841,43548,43676.4,1947.698
1701842400,43676.4,43723,43450,43660.8,2667.418
1701846000,43660.8,43714.4,43500,43678.6,2174.809
1701849600,43678.6,43874,43637.4,43820.2,2817.071
1701853200,43820.2,44036.1,43685.3,43883.5,1981.047
1701856800,43883.5,44312.9,43869.6,44119.5,5423.769
1701860400,44119.5,44140.3,43366,43835.6,8368.572
1701864000,43835.6,44221.7,43773.7,44028.9,5162.825
1701867600,44028.9,44164.9,43965.4,44092.3,2163.016
1701871200,44092.3,44281.1,43934,44056.1,6073.943
1701874800,44056.1,44099.9,43720.2,43779,4223.434
1701878400,43779,44042,43731.7,43853.4,3074.088
1701882000,43853.4,44157.4,43821.5,43957.1,2402.304
1701885600,43957.1,44002.1,43863.3,43937.9,1073.4
1701889200,43937.9,44120,43916.8,43990.1,1213.124
1701892800,43990.1,44069,43750,43750,1686.677
1701896400,43750,43857.6,43599.4,43817.2,2335.066
1701900000,43817.2,43954.4,43616.4,43757.2,1881.842
1701903600,43757.2,43813.3,43593.5,43756.9,2045.267
1701907200,43756.9,43900,43710,43817.1,991.76
1701910800,43817.1,43940,43817.1,43926.4,900.575
1701914400,43926.4,43997.4,43904.5,43967.6,1115.648
1701918000,43967.6,44000,43897,43919.6,889.596
1701921600,43919.6,44049.7,43875.5,43963.1,1299.506
1701925200,43963.1,44044.6,43926.1,44000,1056.203
1701928800,44000,44025,43822.8,43860.9,1425.439
1701932400,43860.9,43944.4,43856.8,43879.3,716.329
1701936000,43879.3,43895.9,43537.8,43583.5,4610.116
1701939600,43583.5,43635.1,42831,43359.8,14932.442
1701943200,43359.8,43433,43060.8,43140,5286.398
1701946800,43140,43380,43114.9,43190.1,3137.514
1701950400,43190.1,43408.4,42949.4,43402.9,5523.715
1701954000,43402.9,43499,43169.4,43300.4,3225.949
1701957600,43300.4,43531,43246.3,43482.8,2663.723
1701961200,43482.8,43936.6,43438.1,43662.1,7813.015
1701964800,43662.1,43769.5,43489.9,43702.3,3562.504
1701968400,43702.3,43708.7,43239.6,43436.5,3924.552
1701972000,43436.5,43470,43260,43325.1,1737.55
1701975600,43325.1,43344.8,43086,43227.7,3039.179
1701979200,43227.7,43342,43116.7,43257.2,2318.03
1701982800,43257.2,43467.2,43240.5,43391.3,1957.915
1701986400,43391.3,43432.9,43150.6,43159.2,1507.256
1701990000,43159.2,43392.5,43156.4,43289.1,1610.861
1701993600,43289.1,43420,43287.5,43411.8,1423.61
1701997200,43411.8,43429.1,43331.8,43420.1,1175.413
1702000800,43420.1,43539,43408.2,43510.4,1217.783
1702004400,43510.4,43531.5,43383.5,43387.9,926.484
1702008000,43387.9,43567.9,43370.5,43465.5,1381.224
1702011600,43465.5,43526.4,43405,43450.1,884.329
1702015200,43450.1,43514.1,43373.8,43379,1310.92
1702018800,43379,43412.2,43115.7,43174.4,3864.281
1702022400,43174.4,43280,43113.5,43233.6,1500.827
1702026000,43233.6,43311.2,43127.4,43152,1042.719
1702029600,43152,43375,43092.7,43375,2276.142
1702033200,43375,43760.8,43319.6,43670.1,4705.139
1702036800,43670.1,43812.8,43525.3,43747.7,3451.667
1702040400,43747.7,43767.5,43489.2,43580.2,3657.537
1702044000,43580.2,44057.6,43569,43979.9,4965.612
1702047600,43979.9,44000,43768.3,43769,2401.876
1702051200,43769,43958.9,43765.2,43829.9,1714.485
1702054800,43829.9,43862.8,43641.5,43745.7,1666.795
1702058400,43745.7,43940.1,43743.6,43824,949.095
1702062000,43824,43981.4,43799.4,43949.8,693.612
1702065600,43949.8,44432,43949.8,44379.8,4297.612
1702069200,44379.8,44765.8,44249.9,44552.5,5899.374
1702072800,44552.5,44603.7,44256.5,44273.4,2219.469
1702076400,44273.4,44354.7,44137.7,44192.7,1678.226
1702080000,44192.7,44312.8,44165.9,44195.9,1212.546
1702083600,44195.9,44220.9,44063.1,44151,2037.311
1702087200,44151,44228.4,44129.9,44143.3,805.368
1702090800,44143.3,44251.8,44143.1,44168.6,617.719
1702094400,44168.6,44300,44168.6,44260.3,888.065
1702098000,44260.3,44393.6,44249.2,44310.4,1316.424
1702101600,44310.4,44363.2,44203,44231.8,1057.763
1702105200,44231.8,44294.9,44140.3,44212.4,1076.067
1702108800,44212.4,44228,43736,43848.8,4584.053
1702112400,43848.8,43969.9,43742,43851,1782.814
1702116000,43851,43920,43830,43850.4,768.245
1702119600,43850.4,43904.1,43765,43828.1,825.701
1702123200,43828.1,43910,43754.1,43910,1295.382
1702126800,43910,44063.5,43892.3,44012.5,2002.211
1702130400,44012.5,44155.3,43758.5,43941.2,3317.669
1702134000,43941.2,44132.6,43871.1,44062.1,1766.447
1702137600,44062.1,44108.6,43958.3,44032.6,1259.204
1702141200,44032.6,44059.5,43907.2,43916.6,1150.268
1702144800,43916.6,44017,43898.3,43987,734.564
1702148400,43987,44032.3,43937.3,43947.6,371.83
1702152000,43947.6,44010.2,43875.1,44005,710.224
1702155600,44005,44111.1,43902.4,43998.5,811.65
1702159200,43998.5,44062,43922.6,43923.4,682.211
1702162800,43923.4,43949,43568,43723.9,3502.346
1702166400,43723.9,43807.1,43685,43786.8,960.534
1702170000,43786.8,43874.9,43726,43812.6,583.537
1702173600,43812.6,43832.9,43731.6,43762.9,613.114
1702177200,43762.9,43859.5,43731.5,43857.1,458.558
1702180800,43857.1,43980.9,43835.7,43951.8,1237.028
1702184400,43951.8,43968,43897.8,43903.2,517.381
1702188000,43903.2,43943.7,43880.1,43924,503.214
1702191600,43924,44024.3,43861.5,43981.2,975.142
1702195200,43981.2,44050.5,43761.9,43799.3,2296.109
1702198800,43799.3,43838.8,43618.1,43618.5,1923.461
1702202400,43618.5,43741.2,43618.1,43719.7,1176.026
1702206000,43719.7,43777.1,43696.1,43753,1017.037
1702209600,43753,43915,43748,43895.8,1511.886
1702213200,43895.8,43919.5,43751,43843.2,1864.468
1702216800,43843.2,43908.5,43770.5,43846.8,1139.035
1702220400,43846.8,43996.3,43839.9,43928,1581.086
1702224000,43928,43956,43800,43844.1,1122.336
1702227600,43844.1,43863.7,43781.2,43840.7,750.864
1702231200,43840.7,43934.7,43831,43851.3,701.334
1702234800,43851.3,43888.7,43746.7,43809.9,596.481
1702238400,43809.9,43988,43797.1,43982.1,847.622
1702242000,43982.1,44082,43792,43824.7,2220.809
1702245600,43824.7,43908.3,43796,43801.6,709.672
1702249200,43801.6,43857.1,43557.5,43800.8,3337.944
1702252800,43800.8,43826.8,43626.4,43650.1,1239.404
1702256400,43650.1,43654.7,43222.3,43243,6302.52
1702260000,43243,43266.1,40278.1,41963.3,28481.715
1702263600,41963.3,42565.4,41875.9,42317.8,5265.088
1702267200,42317.8,42331.6,42003.4,42180.7,3713.1
1702270800,42180.7,42223.7,41625,42048.3,4557.943
1702274400,42048.3,42206.4,41721.3,42124.4,3465.002
1702278000,42124.4,42312,42078.3,42120,2553.845
1702281600,42120,42279.9,41970.5,42232.5,2929.069
1702285200,42232.5,42400.8,42179.4,42375,2027.521
1702288800,42375,42478.4,42338.1,42370.9,1909.017
1702292400,42370.9,42482,42151,42341.9,2216.818
1702296000,42341.9,42385.3,42179.1,42210.8,1429.711
1702299600,42210.8,42258.4,41889.5,42006.1,4067.415
1702303200,42006.1,42127.9,41812.8,41859.8,4826.413
1702306800,41859.8,42054.7,41687.9,41819.4,3826.639
1702310400,41819.4,41868.6,41380,41810,8324.784
1702314000,41810,41810,41303.3,41375.1,4047.6
1702317600,41375.1,41375.1,40545.6,41067.2,10955.186
1702321200,41067.2,41132.8,40231.3,40789.2,7176.714
1702324800,40789.2,40946.9,40561.8,40872.2,2996.179
1702328400,40872.2,41298,40858.7,41215.8,3093.806
1702332000,41215.8,41363.2,41146.5,41293.7,2026.067
1702335600,41293.7,41308.8,41145.5,41258.9,1248.612
1702339200,41258.9,41780.9,41193,41738,3535.438
1702342800,41738,41890.7,41604.4,41697.2,2177.489
1702346400,41697.2,41955,41682.8,41873.4,1859.82
1702350000,41873.4,41900,41732.3,41751.9,1372.911
1702353600,41751.9,41782.3,41392,41400.2,3211.857
1702357200,41400.2,41700.7,41399.9,41575.8,3276.568
1702360800,41575.8,41708.1,41420,41702.9,2997.912
1702364400,41702.9,42070,41689.9,41919.9,5047.558
1702368000,41919.9,42111.4,41770,42039.1,5679.204
1702371600,42039.1,42039.1,41803.2,41806.6,4741.065
1702375200,41806.6,41835.4,41713.4,41808.9,3421.723
1702378800,41808.9,41823,41557.7,41592,3126.797
1702382400,41592,41916,41591.6,41857.9,4512.759
1702386000,41857.9,42070.4,41745.7,41822.7,7232.403
1702389600,41822.7,41879,41300,41479.3,6757.383
1702393200,41479.3,41595.3,41157.2,41357.6,7658.474
1702396800,41357.6,41464.3,41103,41355.9,10645.126
1702400400,41355.9,41356.2,40709.7,40713.9,10187.545
1702404000,40713.9,41439.6,40687.8,41324.6,9425.752
1702407600,41324.6,41346.7,41038,41157.5,6682.058
1702411200,41157.5,41306.8,41080.7,41250.1,7234.805
1702414800,41250.1,41419,41050.9,41119.7,5481.361
1702418400,41119.7,41297,41099.6,41251.1,4823.597
1702422000,41251.1,41566.3,41247.8,41500,7218.171
1702425600,41500,41510,41317.3,41427.8,6592.575
1702429200,41427.8,41453.4,40922,41046.8,6657.48
1702432800,41046.8,41159.2,40555,41020.3,6443.078
1702436400,41020.3,41059.2,40777,40847.1,4339.741
1702440000,40847.1,40932.4,40644.6,40920.5,4325.705
1702443600,40920.5,41037.9,40853.7,41034.4,3446.793
1702447200,41034.4,41070.5,40830.9,40876.4,3980.641
1702450800,40876.4,41260.4,40808.3,41130,6328.429
1702454400,41130,41295.5,41128.6,41278.1,4173.207
1702458000,41278.1,41278.1,41078.1,41234.3,3170.363
1702461600,41234.3,41267.3,41095.5,41157.7,3189.233
1702465200,41157.7,41228.3,40973.7,41022.2,3856.799
1702468800,41022.2,41277.2,40998.9,41212.9,4882.418
1702472400,41212.9,41483.8,41193.5,41471.9,5414.038
1702476000,41471.9,41495.7,41320.3,41438.5,4113.618
1702479600,41438.5,41961.1,41437.5,41940,9945.412
1702483200,41940,42232.5,41723.4,41870,9359.588
1702486800,41870,42137.6,41814.3,42124.5,6182.896
1702490400,42124.5,42198.1,41985,42137.8,4147.537
1702494000,42137.8,42905.6,42137.8,42747.3,10877.216
1702497600,42747.3,42885.8,42572.3,42876.7,5595.993
1702501200,42876.7,43202.4,42718.7,43005,6359.073
1702504800,43005,43515.5,42943.4,42975.3,7080.298
1702508400,42975.3,43040.8,42841.2,42862,5601.762
1702512000,42862,42936.6,42671.2,42785.2,6190.027
1702515600,42785.2,42852.2,42713.5,42838.2,4670.323
1702519200,42838.2,42860,42679.3,42767.8,3754.593
1702522800,42767.8,42810,42670.3,42723.2,4666.63
1702526400,42723.2,42790.1,42687.8,42723.9,4744.365
1702530000,42723.9,42827,42710.2,42823.4,4125.181
1702533600,42823.4,43117.1,42786.8,42912.7,6510.582
1702537200,42912.7,42951.2,42762,42914.6,4216.74
1702540800,42914.6,43022,42758.6,42759.3,4554.634
1702544400,42759.3,42937.2,42685.9,42895.8,4758.34
1702548000,42895.8,43036.7,42792.9,42977,5652.554
1702551600,42977,43325.1,42892.4,43276.5,8448.19
1702555200,43276.5,43380,43055.5,43108.3,6429.511
1702558800,43108.3,43119.3,41280,42575.7,20169.344
1702562400,42575.7,42782,42350.7,42655.4,9797.447
1702566000,42655.4,42711.3,42211,42442.7,13115.682
1702569600,42442.7,42687.4,42442.3,42587.3,9360.607
1702573200,42587.3,43430.3,42561.2,43200.9,13812.782
1702576800,43200.9,43207.6,42832.8,42858.6,8896.559
1702580400,42858.6,43106.5,42804.6,43094.1,6870.632
1702584000,43094.1,43105.1,42843,42918.7,6126.58
1702587600,42918.7,43020.3,42875.7,42975.4,6077.033
1702591200,42975.4,43109.8,42913.1,43063.8,6521.58
1702594800,43063.8,43175.7,42927.6,43016.6,4999.865
1702598400,43016.6,43084.9,42865.1,42889.9,4625.019
1702602000,42889.9,43047.1,42883.4,42981,4644.778
1702605600,42981,43012.8,42830.2,42884.9,6203.484
1702609200,42884.9,42895.8,42464.7,42801.9,7753.142
1702612800,42801.9,42820.1,42709.8,42810.9,6149.659
1702616400,42810.9,42880.1,42575,42605,6697.437
1702620000,42605,42652.3,42526.5,42581,5549.245
1702623600,42581,42727.6,42564.2,42726.2,6295.067
1702627200,42726.2,42879.7,42649,42877,7347.413
1702630800,42877,43041.9,42812,42846.7,7724.702
1702634400,42846.7,42909.4,42751,42859.8,5363.05
1702638000,42859.8,42873.5,42713.3,42793.6,4460.305
1702641600,42793.6,42803.9,42613.3,42622.4,5776.508
1702645200,42622.4,42630.5,42200,42291.9,9682.552
1702648800,42291.9,42364.3,42006,42189,8909.917
1702652400,42189,42271.7,41669,41913,10688.729
1702656000,41913,42108.9,41699.2,41803,8500.568
1702659600,41803,42082.6,41777.5,41865.1,6297.595
1702663200,41865.1,42139.5,41838.8,42120,5152.087
1702666800,42120,42201.5,41975.8,42113.4,5217.313
1702670400,42113.4,42271,42090,42221.1,5505.469
1702674000,42221.1,42244.5,42108.5,42232.8,5213.467
1702677600,42232.8,42252.4,41947.4,42070.1,5267.769
1702681200,42070.1,42180,41908.4,41958,5243.708
1702684800,41958,42066,41615,41927.1,6351.767
1702688400,41927.1,42168.2,41907.1,42078.4,5029.78
1702692000,42078.4,42209.5,42069.1,42154.3,3562.318
1702695600,42154.3,42419.8,42116.2,42337.1,4211.513
1702699200,42337.1,42357.8,42257.8,42297.9,5385.227
1702702800,42297.9,42314,42199.4,42275,5809.063
1702706400,42275,42324.5,42146.6,42215.2,5546.173
1702710000,42215.2,42278.9,42171.8,42230.4,5532.369
1702713600,42230.4,42271,42109,42192.1,6718.621
1702717200,42192.1,42298,42189.3,42219.5,4629.224
1702720800,42219.5,42273.5,42209.8,42269.9,3152.631
1702724400,42269.9,42348,42231.3,42340,3054.331
1702728000,42340,42497.4,42278.3,42430.4,5967.225
1702731600,42430.4,42563.4,42250.2,42404.9,7189.575
1702735200,42404.9,42462,42310.8,42367.5,4382.203
1702738800,42367.5,42621.8,42317.7,42601.3,4949.469
1702742400,42601.3,42732.8,42492.6,42608.3,6761.351
1702746000,42608.3,42608.3,42468,42516.9,4701.795
1702749600,42516.9,42520,42383.9,42473.4,5044.828
1702753200,42473.4,42530.1,42337.9,42360.1,4694.059
1702756800,42360.1,42423,42270,42347.3,3639.58
1702760400,42347.3,42377.9,42253.3,42305.4,4454.835
1702764000,42305.4,42331.6,42144.3,42319.8,4154.511
1702767600,42319.8,42348.7,42191.1,42281.1,4734.638
1702771200,42281.1,42301.9,42148.9,42149.9,5392.367
1702774800,42149.9,42261.3,41887.5,42017.6,4992.774
1702778400,42017.6,42155,41863.4,41880,5719.074
1702782000,41880,42022,41872.9,41938.9,4999.463
1702785600,41938.9,42074.7,41919.5,42009.7,4269.818
1702789200,42009.7,42058.6,41779.5,41912.3,6078.517
1702792800,41912.3,42034,41811.2,42015,7607.931
1702796400,42015,42051.4,41875,41896.3,5992.537
1702800000,41896.3,41926.4,41668.7,41905,8452.503
1702803600,41905,42009.4,41835,41991.5,6107.156
1702807200,41991.5,42036.2,41903.5,41960.8,4604
1702810800,41960.8,42003.6,41854.2,41969.9,5454.669
1702814400,41969.9,42032.1,41881.5,41968.4,5900.342
1702818000,41968.4,41979.8,41784.5,41868,6948.733
1702821600,41868,41969.7,41525.4,41633.8,8299.318
1702825200,41633.8,41879.6,41581.5,41820.2,6388.156
1702828800,41820.2,42149.2,41699,42132.3,6181.16
1702832400,42132.3,42454.6,42025.4,42110.2,7854.367
1702836000,42110.2,42255,41801.4,42184,7381.47
1702839600,42184,42229.8,42065.5,42120.4,5999.766
1702843200,42120.4,42203,42116.8,42136.6,5062.584
1702846800,42136.6,42136.6,41922,41956.4,4477.095
1702850400,41956.4,41962.9,41643.5,41723.9,4970.145
1702854000,41723.9,41752.3,41255,41385.2,8608.584
1702857600,41385.2,41472.7,41190.6,41376,6756.024
1702861200,41376,41430.7,40895.5,40985,8017.356
1702864800,40985,41135.9,40800,40903.6,6879.258
1702868400,40903.6,41115.8,40868.7,41089.4,4152.213
1702872000,41089.4,41213,41042.5,41195.3,3243.661
1702875600,41195.3,41207.7,41017.8,41021.8,5070.73
1702879200,41021.8,41305.4,41010.4,41221.7,6812.31
1702882800,41221.7,41323.6,41115,41145.8,5628.189
1702886400,41145.8,41268.6,41038.6,41204.4,5616.574
1702890000,41204.4,41206,40815.4,41064.7,9090.015
1702893600,41064.7,41078.4,40555,40830.8,10761.154
1702897200,40830.8,41225,40799.5,41120.4,6345.791
1702900800,41120.4,41136.1,40906.5,40924.1,5196.04
1702904400,40924.1,41450,40916.8,41371.8,9270.79
1702908000,41371.8,41760.3,41264,41613.2,9610.652
1702911600,41613.2,41674,41250.5,41265.8,8168.413
1702915200,41265.8,41511.6,41160,41501.7,7278.382
1702918800,41501.7,41653.7,41393.8,41393.8,5053.354
1702922400,41393.8,41647.5,41348.1,41647.5,4620.856
1702926000,41647.5,41731,41630.3,41703,5569.435
1702929600,41703,42053.6,41578.3,41980.7,9891.701
1702933200,41980.7,42775.2,41969.6,42628.3,12444.131
1702936800,42628.3,42730.6,42451.5,42514.6,8764.36
1702940400,42514.6,42732,42514.5,42662,8159.837
1702944000,42662,42924.8,42583.6,42718.7,8087.523
1702947600,42718.7,43418,42614.1,43327.7,9305.407
1702951200,43327.7,43510.7,43051.7,43088.2,8921.056
1702954800,43088.2,43152.2,43010.1,43090.3,7416.736
1702958400,43090.3,43145.3,42858.3,42938.3,9367.511
1702962000,42938.3,43003.2,42881.9,42973.8,7187.722
1702965600,42973.8,42989.9,42830.3,42925.4,5312.489
1702969200,42925.4,43126.5,42905.6,43049.8,5605.11
1702972800,43049.8,43201.4,43007.2,43101.9,7334.912
1702976400,43101.9,43195.5,42971.2,43047.6,7469.483
1702980000,43047.6,43277.3,42956.5,43138.7,8876.169
1702983600,43138.7,43214.9,42976.5,42993.6,6043.65
1702987200,42993.6,43046.1,42867.5,42962.7,5267.428
1702990800,42962.7,43060.4,42873,42881.8,4362.674
1702994400,42881.8,42926.5,42240,42378.5,11029.027
1702998000,42378.5,42753,42267.2,42500.2,8951.09
1703001600,42500.2,42664,42318.7,42340.4,7822.376
1703005200,42340.4,42368,41850,41868,10393.308
1703008800,41868,42259.5,41826.3,42237.5,7119.99
1703012400,42237.5,42507.7,42161.1,42358.8,8468.212
1703016000,42358.8,42418.3,42140.2,42232.5,6072.723
1703019600,42232.5,42542.4,42222.8,42536.6,4534.429
1703023200,42536.6,42538.3,42263.3,42342.5,4772.274
1703026800,42342.5,42422.6,42212.1,42278.6,6636.53
1703030400,42278.6,42453.4,42244.2,42427.5,6829.824
1703034000,42427.5,42500,42242,42316.9,7001.212
1703037600,42316.9,42461.2,42205.8,42436.2,6330.456
1703041200,42436.2,42483.2,42369.3,42429.9,6571.339
1703044800,42429.9,42875.4,42387,42827.5,10239.332
1703048400,42827.5,42847.5,42596.5,42726.4,6987.106
1703052000,42726.4,43038.2,42650,42885.3,8606.344
1703055600,42885.3,42984.8,42821.1,42944.1,7309.453
1703059200,42944.1,43020.3,42765.4,42794,6031.043
1703062800,42794,42969.4,42736.8,42799.1,5221.289
1703066400,42799.1,42934.8,42688,42883.3,4270.448
1703070000,42883.3,43011.7,42763.8,42877.4,5796.226
1703073600,42877.4,43016,42771.2,42993.1,6129.528
1703077200,42993.1,43799,42992.8,43791.4,15674.252
1703080800,43791.4,44204.1,43624,43894,14573.354
1703084400,43894,44336,43835.9,44062.4,9819.978
1703088000,44062.4,44151.5,43506.6,43711,10100.637
1703091600,43711,44060.8,43603.5,44018.1,7732.147
1703095200,44018.1,44225.8,43947.9,44162.4,7132.441
1703098800,44162.4,44276.9,43738.9,43738.9,8873.173
1703102400,43738.9,43824.2,43237,43457.3,8971
1703106000,43457.3,43730.7,43354,43481.6,4862.594
1703109600,43481.6,43762.6,43445.6,43624.2,5727.796
1703113200,43624.2,43688.1,43474.4,43688.1,5235.902
1703116800,43688.1,43759.1,43542.9,43610.1,6478.628
1703120400,43610.1,43630.4,43378.4,43478.6,8413.086
1703124000,43478.6,43600.2,43309.9,43406.5,8120.934
1703127600,43406.5,43708.4,43395.6,43671,7309.445
1703131200,43671,43721.1,43615.4,43642.5,5641.276
1703134800,43642.5,43711.8,43469,43531.5,5646.653
1703138400,43531.5,43849.2,43496.5,43830.2,6567.372
1703142000,43830.2,43898.4,43739.1,43775.9,6974.6
1703145600,43775.9,43962.2,43679,43692.9,6784.5
1703149200,43692.9,43767.9,43600,43767.9,4862.494
1703152800,43767.9,44080,43767.1,44017.3,5991.143
1703156400,44017.3,44146.5,43897,43956.8,7342.26
1703160000,43956.8,44241.9,43956.7,44066.8,6458.547
1703163600,44066.8,44269.6,43955.3,44161.9,5183.614
1703167200,44161.9,44225.8,43468.2,43528.5,9269.081
1703170800,43528.5,43953.1,43375.9,43833,9256.128
1703174400,43833,43930,43543.3,43690.1,9393.669
1703178000,43690.1,43695,43386.8,43466,8243.814
1703181600,43466,43656.1,43465.7,43606.9,4723.609
1703185200,43606.9,43887,43431.1,43609.2,7496.09
1703188800,43609.2,43819.5,43571,43819.4,7395.855
1703192400,43819.4,44146.3,43737.5,44014.2,7666.247
1703196000,44014.2,44042.2,43896.5,43956.8,5434.04
1703199600,43956.8,43964.7,43808.1,43868.9,5162.576
1703203200,43868.9,43963.9,43746.2,43853.7,7661.138
1703206800,43853.7,44288.5,43852.9,44134.3,9417.322
1703210400,44134.3,44160.1,43930,43986.9,7071.614
