トレード番号,タイプ,日時,シグナル,価格 USDT,ポジションサイズ（数量）,ポジションサイズ（金額）,純損益 USDT,純損益 %,最大順行幅 USDT,最大順行幅 %,最大逆行幅 USDT,最大逆行幅 %,累積損益 USDT,累積損益 %
657,ロングエントリー,2024-06-17 01:00,Long,66667.6,1,66667.6,-228.9,-0.34,275.6,0.41,-422.6,-0.63,26253.4,2.63
658,ショート決済,2024-06-18 03:00,Long,66570.1,1,66438.7,-131.4,-0.20,1358.8,2.05,-143.5,-0.22,26122,2.61
658,ショートエントリー,2024-06-17 11:00,Short,66438.7,1,66438.7,-131.4,-0.20,1358.8,2.05,-143.5,-0.22,26122,2.61
659,ロング決済,2024-06-18 11:00,Short,65081.2,1,66570.1,-1488.9,-2.24,702.2,1.05,-2020.1,-3.03,24633.1,2.46
659,ロングエントリー,2024-06-18 03:00,Long,66570.1,1,66570.1,-1488.9,-2.24,702.2,1.05,-2020.1,-3.03,24633.1,2.46
660,ショート決済,2024-06-19 08:00,Long,65238.6,1,65081.2,-157.4,-0.24,1064.4,1.64,-730,-1.12,24475.7,2.45
660,ショートエントリー,2024-06-18 11:00,Short,65081.2,1,65081.2,-157.4,-0.24,1064.4,1.64,-730,-1.12,24475.7,2.45
661,ロング決済,2024-06-20 06:00,Short,64838.8,1,65238.6,-399.8,-0.61,450.6,0.69,-610.7,-0.94,24075.9,2.41
661,ロングエントリー,2024-06-19 08:00,Long,65238.6,1,65238.6,-399.8,-0.61,450.6,0.69,-610.7,-0.94,24075.9,2.41
662,ショート決済,2024-06-20 16:00,Long,65412,1,64838.8,-573.2,-0.88,68.4,0.11,-754.4,-1.16,23502.7,2.35
662,ショートエントリー,2024-06-20 06:00,Short,64838.8,1,64838.8,-573.2,-0.88,68.4,0.11,-754.4,-1.16,23502.7,2.35
663,ロング決済,2024-06-21 02:00,Short,64827.9,1,65412,-584.1,-0.89,1036,1.58,-895.3,-1.37,22918.6,2.29
663,ロングエントリー,2024-06-20 16:00,Long,65412,1,65412,-584.1,-0.89,1036,1.58,-895.3,-1.37,22918.6,2.29
664,ショート決済,2024-06-22 02:00,Long,63626.3,1,64827.9,1201.6,1.85,1483.3,2.29,-344.1,-0.53,24120.2,2.41
664,ショートエントリー,2024-06-21 02:00,Short,64827.9,1,64827.9,1201.6,1.85,1483.3,2.29,-344.1,-0.53,24120.2,2.41
665,ロング決済,2024-06-23 03:00,Short,64226,1,63626.3,599.7,0.94,883,1.39,-188,-0.30,24719.9,2.47
665,ロングエントリー,2024-06-22 02:00,Long,63626.3,1,63626.3,599.7,0.94,883,1.39,-188,-0.30,24719.9,2.47
666,ショート決済,2024-06-25 09:00,Long,60247.6,1,64226,3978.4,6.19,5890.4,9.17,-254.9,-0.40,28698.3,2.87
666,ショートエントリー,2024-06-23 03:00,Short,64226,1,64226,3978.4,6.19,5890.4,9.17,-254.9,-0.40,28698.3,2.87
667,ロング決済,2024-06-26 09:00,Short,61769.7,1,60247.6,1522.1,2.53,2126.5,3.53,-35.1,-0.06,30220.4,3.02
667,ロングエントリー,2024-06-25 09:00,Long,60247.6,1,60247.6,1522.1,2.53,2126.5,3.53,-35.1,-0.06,30220.4,3.02
668,ショート決済,2024-06-27 19:00,Long,61255.5,1,61769.7,514.2,0.83,1169.5,1.89,-669.8,-1.08,30734.6,3.07
668,ショートエントリー,2024-06-26 09:00,Short,61769.7,1,61769.7,514.2,0.83,1169.5,1.89,-669.8,-1.08,30734.6,3.07
669,ロング決済,2024-06-28 19:00,Short,61514.5,1,61255.5,259,0.42,1094.5,1.79,-165.4,-0.27,30993.6,3.10
669,ロングエントリー,2024-06-27 19:00,Long,61255.5,1,61255.5,259,0.42,1094.5,1.79,-165.4,-0.27,30993.6,3.10
670,ショート決済,2024-06-29 16:00,Long,60819.7,1,61514.5,694.8,1.13,1481.4,2.41,-328.6,-0.53,31688.4,3.17
670,ショートエントリー,2024-06-28 19:00,Short,61514.5,1,61514.5,694.8,1.13,1481.4,2.41,-328.6,-0.53,31688.4,3.17
671,ロング決済,2024-06-30 09:00,Short,60964.5,1,60819.7,144.8,0.24,370.3,0.61,-1.9,0.00,31833.2,3.18
671,ロングエントリー,2024-06-29 16:00,Long,60819.7,1,60819.7,144.8,0.24,370.3,0.61,-1.9,0.00,31833.2,3.18
672,ショート決済,2024-06-30 21:00,Long,61536.3,1,60964.5,-571.8,-0.94,295.5,0.48,-807.5,-1.32,31261.4,3.13
672,ショートエントリー,2024-06-30 09:00,Short,60964.5,1,60964.5,-571.8,-0.94,295.5,0.48,-807.5,-1.32,31261.4,3.13
673,ロング決済,2024-07-01 20:00,Short,62829.1,1,61536.3,1292.8,2.10,2247.3,3.65,-225.4,-0.37,32554.2,3.26
673,ロングエントリー,2024-06-30 21:00,Long,61536.3,1,61536.3,1292.8,2.10,2247.3,3.65,-225.4,-0.37,32554.2,3.26
674,ショート決済,2024-07-04 03:00,Long,60351.7,1,62829.1,2477.4,3.94,3290.4,5.24,-1002.3,-1.60,35031.6,3.50
674,ショートエントリー,2024-07-01 20:00,Short,62829.1,1,62829.1,2477.4,3.94,3290.4,5.24,-1002.3,-1.60,35031.6,3.50
675,ロング決済,2024-07-04 06:00,Short,59580.6,1,60351.7,-771.1,-1.28,71.8,0.12,-809.6,-1.34,34260.5,3.43
675,ロングエントリー,2024-07-04 03:00,Long,60351.7,1,60351.7,-771.1,-1.28,71.8,0.12,-809.6,-1.34,34260.5,3.43
676,ショート決済,2024-07-04 08:00,Long,60293,1,59580.6,-712.4,-1.20,203.6,0.34,-762.4,-1.28,33548.1,3.35
676,ショートエントリー,2024-07-04 06:00,Short,59580.6,1,59580.6,-712.4,-1.20,203.6,0.34,-762.4,-1.28,33548.1,3.35
677,ロング決済,2024-07-04 12:00,Short,58933.4,1,60293,-1359.6,-2.25,187.9,0.31,-2490.9,-4.13,32188.5,3.22
677,ロングエントリー,2024-07-04 08:00,Long,60293,1,60293,-1359.6,-2.25,187.9,0.31,-2490.9,-4.13,32188.5,3.22
678,ショート決済,2024-07-05 03:00,Long,58210.5,1,58933.4,722.9,1.23,2183.4,3.70,-189.9,-0.32,32911.4,3.29
678,ショートエントリー,2024-07-04 12:00,Short,58933.4,1,58933.4,722.9,1.23,2183.4,3.70,-189.9,-0.32,32911.4,3.29
679,ロング決済,2024-07-05 13:00,Short,55200.6,1,58210.5,-3009.9,-5.17,572.9,0.98,-3270.5,-5.62,29901.5,2.99
679,ロングエントリー,2024-07-05 03:00,Long,58210.5,1,58210.5,-3009.9,-5.17,572.9,0.98,-3270.5,-5.62,29901.5,2.99
680,ショート決済,2024-07-06 01:00,Long,56604.8,1,55200.6,-1404.2,-2.54,1867.3,3.38,-1429.7,-2.59,28497.3,2.85
680,ショートエントリー,2024-07-05 13:00,Short,55200.6,1,55200.6,-1404.2,-2.54,1867.3,3.38,-1429.7,-2.59,28497.3,2.85
681,ロング決済,2024-07-06 21:00,Short,56698.8,1,56604.8,94,0.17,406.5,0.72,-835.6,-1.48,28591.3,2.86
681,ロングエントリー,2024-07-06 01:00,Long,56604.8,1,56604.8,94,0.17,406.5,0.72,-835.6,-1.48,28591.3,2.86
682,ショート決済,2024-07-08 18:00,Long,57752.8,1,56698.8,-1054,-1.86,2464.8,4.35,-1751.2,-3.09,27537.3,2.75
682,ショートエントリー,2024-07-06 21:00,Short,56698.8,1,56698.8,-1054,-1.86,2464.8,4.35,-1751.2,-3.09,27537.3,2.75
683,ロング決済,2024-07-09 21:00,Short,57408.2,1,57752.8,-344.6,-0.60,430.7,0.75,-2852.8,-4.94,27192.7,2.72
683,ロングエントリー,2024-07-08 18:00,Long,57752.8,1,57752.8,-344.6,-0.60,430.7,0.75,-2852.8,-4.94,27192.7,2.72
684,ショート決済,2024-07-09 22:00,Long,57307.3,1,57408.2,100.9,0.18,171.6,0.30,-121.3,-0.21,27293.6,2.73
684,ショートエントリー,2024-07-09 21:00,Short,57408.2,1,57408.2,100.9,0.18,171.6,0.30,-121.3,-0.21,27293.6,2.73
685,ロング決済,2024-07-10 06:00,Short,57892.3,1,57307.3,585,1.02,981.3,1.71,-449,-0.78,27878.6,2.79
685,ロングエントリー,2024-07-09 22:00,Long,57307.3,1,57307.3,585,1.02,981.3,1.71,-449,-0.78,27878.6,2.79
686,ショート決済,2024-07-10 14:00,Long,59298,1,57892.3,-1405.7,-2.43,593.8,1.03,-1522.4,-2.63,26472.9,2.65
686,ショートエントリー,2024-07-10 06:00,Short,57892.3,1,57892.3,-1405.7,-2.43,593.8,1.03,-1522.4,-2.63,26472.9,2.65
687,ロング決済,2024-07-10 22:00,Short,58118.2,1,59298,-1179.8,-1.99,142.2,0.24,-1597.4,-2.69,25293.1,2.53
687,ロングエントリー,2024-07-10 14:00,Long,59298,1,59298,-1179.8,-1.99,142.2,0.24,-1597.4,-2.69,25293.1,2.53
688,ショート決済,2024-07-11 18:00,Long,58130.8,1,58118.2,-12.6,-0.02,1099.2,1.89,-239.8,-0.41,25280.5,2.53
688,ショートエントリー,2024-07-10 22:00,Short,58118.2,1,58118.2,-12.6,-0.02,1099.2,1.89,-239.8,-0.41,25280.5,2.53
689,ロング決済,2024-07-12 08:00,Short,57302.6,1,58130.8,-828.2,-1.42,1459.2,2.51,-1009.7,-1.74,24452.3,2.45
689,ロングエントリー,2024-07-11 18:00,Long,58130.8,1,58130.8,-828.2,-1.42,1459.2,2.51,-1009.7,-1.74,24452.3,2.45
690,ショート決済,2024-07-12 23:00,Long,57800.3,1,57302.6,-497.7,-0.87,807,1.41,-653.1,-1.14,23954.6,2.40
690,ショートエントリー,2024-07-12 08:00,Short,57302.6,1,57302.6,-497.7,-0.87,807,1.41,-653.1,-1.14,23954.6,2.40
691,ロング決済,2024-07-14 22:00,Short,59551,1,57800.3,1750.7,3.03,2555.2,4.42,-693.8,-1.20,25705.3,2.57
691,ロングエントリー,2024-07-12 23:00,Long,57800.3,1,57800.3,1750.7,3.03,2555.2,4.42,-693.8,-1.20,25705.3,2.57
692,ショート決済,2024-07-15 13:00,Long,62597.2,1,59551,-3046.2,-5.12,131,0.22,-3207.1,-5.39,22659.1,2.27
692,ショートエントリー,2024-07-14 22:00,Short,59551,1,59551,-3046.2,-5.12,131,0.22,-3207.1,-5.39,22659.1,2.27
693,ロング決済,2024-07-16 06:00,Short,63672.8,1,62597.2,1075.6,1.72,1152.8,1.84,-337.2,-0.54,23734.7,2.37
693,ロングエントリー,2024-07-15 13:00,Long,62597.2,1,62597.2,1075.6,1.72,1152.8,1.84,-337.2,-0.54,23734.7,2.37
694,ショート決済,2024-07-17 11:00,Long,65632.3,1,63672.8,-1959.5,-3.08,1331.7,2.09,-2403.4,-3.77,21775.2,2.18
694,ショートエントリー,2024-07-16 06:00,Short,63672.8,1,63672.8,-1959.5,-3.08,1331.7,2.09,-2403.4,-3.77,21775.2,2.18
695,ロング決済,2024-07-17 20:00,Short,65098.9,1,65632.3,-533.4,-0.81,327.8,0.50,-871.9,-1.33,21241.8,2.12
695,ロングエントリー,2024-07-17 11:00,Long,65632.3,1,65632.3,-533.4,-0.81,327.8,0.50,-871.9,-1.33,21241.8,2.12
696,ショート決済,2024-07-18 19:00,Long,64809.7,1,65098.9,289.2,0.44,1294.4,1.99,-241.1,-0.37,21531,2.15
696,ショートエントリー,2024-07-17 20:00,Short,65098.9,1,65098.9,289.2,0.44,1294.4,1.99,-241.1,-0.37,21531,2.15
697,ロング決済,2024-07-19 01:00,Short,63500.1,1,64809.7,-1309.6,-2.02,269.6,0.42,-1446.1,-2.23,20221.4,2.02
697,ロングエントリー,2024-07-18 19:00,Long,64809.7,1,64809.7,-1309.6,-2.02,269.6,0.42,-1446.1,-2.23,20221.4,2.02
698,ショート決済,2024-07-19 20:00,Long,63954.6,1,63500.1,-454.5,-0.72,303.4,0.48,-942.9,-1.48,19766.9,1.98
698,ショートエントリー,2024-07-19 01:00,Short,63500.1,1,63500.1,-454.5,-0.72,303.4,0.48,-942.9,-1.48,19766.9,1.98
699,ロング決済,2024-07-20 23:00,Short,66491.4,1,63954.6,2536.8,3.97,3423.5,5.35,-54.9,-0.09,22303.7,2.23
699,ロングエントリー,2024-07-19 20:00,Long,63954.6,1,63954.6,2536.8,3.97,3423.5,5.35,-54.9,-0.09,22303.7,2.23
700,ショート決済,2024-07-22 07:00,Long,68139.5,1,66491.4,-1648.1,-2.48,756.1,1.14,-1776.1,-2.67,20655.6,2.07
700,ショートエントリー,2024-07-20 23:00,Short,66491.4,1,66491.4,-1648.1,-2.48,756.1,1.14,-1776.1,-2.67,20655.6,2.07
701,ロング決済,2024-07-22 23:00,Short,67057.6,1,68139.5,-1081.9,-1.59,310,0.45,-1236.6,-1.81,19573.7,1.96
701,ロングエントリー,2024-07-22 07:00,Long,68139.5,1,68139.5,-1081.9,-1.59,310,0.45,-1236.6,-1.81,19573.7,1.96
702,ショート決済,2024-07-23 12:00,Long,67589,1,67057.6,-531.4,-0.79,531.6,0.79,-1142.4,-1.70,19042.3,1.90
702,ショートエントリー,2024-07-22 23:00,Short,67057.6,1,67057.6,-531.4,-0.79,531.6,0.79,-1142.4,-1.70,19042.3,1.90
703,ロング決済,2024-07-23 15:00,Short,66391.3,1,67589,-1197.7,-1.77,81.7,0.12,-1306.1,-1.93,17844.6,1.78
703,ロングエントリー,2024-07-23 12:00,Long,67589,1,67589,-1197.7,-1.77,81.7,0.12,-1306.1,-1.93,17844.6,1.78
704,ショート決済,2024-07-24 10:00,Long,65753.5,1,66391.3,637.8,0.96,991,1.49,-906.1,-1.36,18482.4,1.85
704,ショートエントリー,2024-07-23 15:00,Short,66391.3,1,66391.3,637.8,0.96,991,1.49,-906.1,-1.36,18482.4,1.85
705,ロング決済,2024-07-25 07:00,Short,65613.3,1,65753.5,-140.2,-0.21,1314.1,2.00,-660.8,-1.00,18342.2,1.83
705,ロングエントリー,2024-07-24 10:00,Long,65753.5,1,65753.5,-140.2,-0.21,1314.1,2.00,-660.8,-1.00,18342.2,1.83
706,ショート決済,2024-07-26 06:00,Long,65258.8,1,65613.3,354.5,0.54,2175.9,3.32,-32,-0.05,18696.7,1.87
706,ショートエントリー,2024-07-25 07:00,Short,65613.3,1,65613.3,354.5,0.54,2175.9,3.32,-32,-0.05,18696.7,1.87
707,ロング決済,2024-07-27 08:00,Short,67882.4,1,65258.8,2623.6,4.02,2916.9,4.47,-89.6,-0.14,21320.3,2.13
707,ロングエントリー,2024-07-26 06:00,Long,65258.8,1,65258.8,2623.6,4.02,2916.9,4.47,-89.6,-0.14,21320.3,2.13
708,ショート決済,2024-07-27 23:00,Long,69216.4,1,67882.4,-1334,-1.97,289.3,0.43,-1467.6,-2.16,19986.3,2.00
708,ショートエントリー,2024-07-27 08:00,Short,67882.4,1,67882.4,-1334,-1.97,289.3,0.43,-1467.6,-2.16,19986.3,2.00
709,ロング決済,2024-07-28 06:00,Short,67768.9,1,69216.4,-1447.5,-2.09,167.1,0.24,-2613.1,-3.78,18538.8,1.85
709,ロングエントリー,2024-07-27 23:00,Long,69216.4,1,69216.4,-1447.5,-2.09,167.1,0.24,-2613.1,-3.78,18538.8,1.85
710,ショート決済,2024-07-29 04:00,Long,68216.9,1,67768.9,-448,-0.66,752.5,1.11,-1411.1,-2.08,18090.8,1.81
710,ショートエントリー,2024-07-28 06:00,Short,67768.9,1,67768.9,-448,-0.66,752.5,1.11,-1411.1,-2.08,18090.8,1.81
711,ロング決済,2024-07-30 00:00,Short,68207.1,1,68216.9,-9.8,-0.01,1846.7,2.71,-428.1,-0.63,18081,1.81
711,ロングエントリー,2024-07-29 04:00,Long,68216.9,1,68216.9,-9.8,-0.01,1846.7,2.71,-428.1,-0.63,18081,1.81
712,ショート決済,2024-07-30 21:00,Long,66556.1,1,68207.1,1651,2.42,2385.1,3.50,-53.7,-0.08,19732,1.97
712,ショートエントリー,2024-07-30 00:00,Short,68207.1,1,68207.1,1651,2.42,2385.1,3.50,-53.7,-0.08,19732,1.97
713,ロング決済,2024-08-01 05:00,Short,65214.9,1,66556.1,-1341.2,-2.02,344.5,0.52,-1676.1,-2.52,18390.8,1.84
713,ロングエントリー,2024-07-30 21:00,Long,66556.1,1,66556.1,-1341.2,-2.02,344.5,0.52,-1676.1,-2.52,18390.8,1.84
714,ショート決済,2024-08-01 23:00,Long,64704.4,1,65214.9,510.5,0.78,1676.9,2.57,-158.5,-0.24,18901.3,1.89
714,ショートエントリー,2024-08-01 05:00,Short,65214.9,1,65214.9,510.5,0.78,1676.9,2.57,-158.5,-0.24,18901.3,1.89
715,ロング決済,2024-08-02 01:00,Short,62864.5,1,64704.4,-1839.9,-2.84,32.7,0.05,-2075.8,-3.21,17061.4,1.71
715,ロングエントリー,2024-08-01 23:00,Long,64704.4,1,64704.4,-1839.9,-2.84,32.7,0.05,-2075.8,-3.21,17061.4,1.71
716,ショート決済,2024-08-02 05:00,Long,63404.4,1,62864.5,-539.9,-0.86,611.3,0.97,-593.9,-0.94,16521.5,1.65
716,ショートエントリー,2024-08-02 01:00,Short,62864.5,1,62864.5,-539.9,-0.86,611.3,0.97,-593.9,-0.94,16521.5,1.65
717,ロング決済,2024-08-03 04:00,Short,62870.1,1,63404.4,-534.3,-0.84,2228.2,3.51,-1004.4,-1.58,15987.2,1.60
717,ロングエントリー,2024-08-02 05:00,Long,63404.4,1,63404.4,-534.3,-0.84,2228.2,3.51,-1004.4,-1.58,15987.2,1.60
718,ショート決済,2024-08-04 00:00,Long,61941.6,1,62870.1,928.5,1.48,2404.1,3.82,-279.9,-0.45,16915.7,1.69
718,ショートエントリー,2024-08-03 04:00,Short,62870.1,1,62870.1,928.5,1.48,2404.1,3.82,-279.9,-0.45,16915.7,1.69
719,ロング決済,2024-08-05 01:00,Short,59037.3,1,61941.6,-2904.3,-4.69,103.7,0.17,-3024.7,-4.88,14011.4,1.40
719,ロングエントリー,2024-08-04 00:00,Long,61941.6,1,61941.6,-2904.3,-4.69,103.7,0.17,-3024.7,-4.88,14011.4,1.40
720,ショート決済,2024-08-06 00:00,Long,54000,1,59037.3,5037.3,8.53,10090.7,17.09,-509,-0.86,19048.7,1.90
720,ショートエントリー,2024-08-05 01:00,Short,59037.3,1,59037.3,5037.3,8.53,10090.7,17.09,-509,-0.86,19048.7,1.90
721,ロング決済,2024-08-07 23:00,Short,56797.7,1,54000,2797.7,5.18,3700,6.85,-1477.4,-2.74,21846.4,2.18
721,ロングエントリー,2024-08-06 00:00,Long,54000,1,54000,2797.7,5.18,3700,6.85,-1477.4,-2.74,21846.4,2.18
722,ショート決済,2024-08-08 17:00,Long,57149.9,1,56797.7,-352.2,-0.62,2287.9,4.03,-802.3,-1.41,21494.2,2.15
722,ショートエントリー,2024-08-07 23:00,Short,56797.7,1,56797.7,-352.2,-0.62,2287.9,4.03,-802.3,-1.41,21494.2,2.15
723,ロング決済,2024-08-09 14:00,Short,60682,1,57149.9,3532.1,6.18,5571.7,9.75,-494.9,-0.87,25026.3,2.50
723,ロングエントリー,2024-08-08 17:00,Long,57149.9,1,57149.9,3532.1,6.18,5571.7,9.75,-494.9,-0.87,25026.3,2.50
724,ショート決済,2024-08-11 13:00,Long,61064.6,1,60682,-382.6,-0.63,1182,1.95,-758.8,-1.25,24643.7,2.46
724,ショートエントリー,2024-08-09 14:00,Short,60682,1,60682,-382.6,-0.63,1182,1.95,-758.8,-1.25,24643.7,2.46
725,ロング決済,2024-08-11 21:00,Short,60622.1,1,61064.6,-442.5,-0.72,780.4,1.28,-682.6,-1.12,24201.2,2.42
725,ロングエントリー,2024-08-11 13:00,Long,61064.6,1,61064.6,-442.5,-0.72,780.4,1.28,-682.6,-1.12,24201.2,2.42
726,ショート決済,2024-08-12 21:00,Long,59799.6,1,60622.1,822.5,1.36,3020.5,4.98,-97.4,-0.16,25023.7,2.50
726,ショートエントリー,2024-08-11 21:00,Short,60622.1,1,60622.1,822.5,1.36,3020.5,4.98,-97.4,-0.16,25023.7,2.50
727,ロング決済,2024-08-13 19:00,Short,58903.8,1,59799.6,-895.8,-1.50,870.8,1.46,-2044.2,-3.42,24127.9,2.41
727,ロングエントリー,2024-08-12 21:00,Long,59799.6,1,59799.6,-895.8,-1.50,870.8,1.46,-2044.2,-3.42,24127.9,2.41
728,ショート決済,2024-08-14 01:00,Long,59450.1,1,58903.8,-546.3,-0.93,531.3,0.90,-830.3,-1.41,23581.6,2.36
728,ショートエントリー,2024-08-13 19:00,Short,58903.8,1,58903.8,-546.3,-0.93,531.3,0.90,-830.3,-1.41,23581.6,2.36
729,ロング決済,2024-08-14 23:00,Short,59565.6,1,59450.1,115.5,0.19,2349.9,3.95,-34.3,-0.06,23697.1,2.37
729,ロングエントリー,2024-08-14 01:00,Long,59450.1,1,59450.1,115.5,0.19,2349.9,3.95,-34.3,-0.06,23697.1,2.37
730,ショート決済,2024-08-15 22:00,Long,58748.8,1,59565.6,816.8,1.37,1885.6,3.17,-230.1,-0.39,24513.9,2.45
730,ショートエントリー,2024-08-14 23:00,Short,59565.6,1,59565.6,816.8,1.37,1885.6,3.17,-230.1,-0.39,24513.9,2.45
731,ロング決済,2024-08-16 06:00,Short,56610.5,1,58748.8,-2138.3,-3.64,1066.2,1.81,-2698.7,-4.59,22375.6,2.24
731,ロングエントリー,2024-08-15 22:00,Long,58748.8,1,58748.8,-2138.3,-3.64,1066.2,1.81,-2698.7,-4.59,22375.6,2.24
732,ショート決済,2024-08-17 05:00,Long,59621,1,56610.5,-3010.5,-5.32,58.2,0.10,-3162.3,-5.59,19365.1,1.94
732,ショートエントリー,2024-08-16 06:00,Short,56610.5,1,56610.5,-3010.5,-5.32,58.2,0.10,-3162.3,-5.59,19365.1,1.94
733,ロング決済,2024-08-18 04:00,Short,59371.1,1,59621,-249.9,-0.42,39.8,0.07,-920.5,-1.54,19115.2,1.91
733,ロングエントリー,2024-08-17 05:00,Long,59621,1,59621,-249.9,-0.42,39.8,0.07,-920.5,-1.54,19115.2,1.91
734,ショート決済,2024-08-18 12:00,Long,60072.2,1,59371.1,-701.1,-1.18,259.5,0.44,-850.9,-1.43,18414.1,1.84
734,ショートエントリー,2024-08-18 04:00,Short,59371.1,1,59371.1,-701.1,-1.18,259.5,0.44,-850.9,-1.43,18414.1,1.84
735,ロング決済,2024-08-19 03:00,Short,59499.5,1,60072.2,-572.7,-0.95,162.4,0.27,-869.5,-1.45,17841.4,1.78
735,ロングエントリー,2024-08-18 12:00,Long,60072.2,1,60072.2,-572.7,-0.95,162.4,0.27,-869.5,-1.45,17841.4,1.78
736,ショート決済,2024-08-20 02:00,Long,58659.9,1,59499.5,839.6,1.41,1719.5,2.89,-333.9,-0.56,18681,1.87
736,ショートエントリー,2024-08-19 03:00,Short,59499.5,1,59499.5,839.6,1.41,1719.5,2.89,-333.9,-0.56,18681,1.87
737,ロング決済,2024-08-21 00:00,Short,59420,1,58659.9,760.1,1.30,2723.3,4.64,-145.9,-0.25,19441.1,1.94
737,ロングエントリー,2024-08-20 02:00,Long,58659.9,1,58659.9,760.1,1.30,2723.3,4.64,-145.9,-0.25,19441.1,1.94
738,ショート決済,2024-08-21 23:00,Long,59890.8,1,59420,-470.8,-0.79,920,1.55,-654.1,-1.10,18970.3,1.90
738,ショートエントリー,2024-08-21 00:00,Short,59420,1,59420,-470.8,-0.79,920,1.55,-654.1,-1.10,18970.3,1.90
739,ロング決済,2024-08-22 23:00,Short,60772.6,1,59890.8,881.8,1.47,1886.2,3.15,-711,-1.19,19852.1,1.99
739,ロングエントリー,2024-08-21 23:00,Long,59890.8,1,59890.8,881.8,1.47,1886.2,3.15,-711,-1.19,19852.1,1.99
740,ショート決済,2024-08-24 00:00,Long,60954.4,1,60772.6,-181.8,-0.30,716.1,1.18,-1515.4,-2.49,19670.3,1.97
740,ショートエントリー,2024-08-22 23:00,Short,60772.6,1,60772.6,-181.8,-0.30,716.1,1.18,-1515.4,-2.49,19670.3,1.97
741,ロング決済,2024-08-25 03:00,Short,64005.6,1,60954.4,3051.2,5.01,4012.2,6.58,-97.9,-0.16,22721.5,2.27
741,ロングエントリー,2024-08-24 00:00,Long,60954.4,1,60954.4,3051.2,5.01,4012.2,6.58,-97.9,-0.16,22721.5,2.27
742,ショート決済,2024-08-26 07:00,Long,64347,1,64005.6,-341.4,-0.53,504.6,0.79,-635,-0.99,22380.1,2.24
742,ショートエントリー,2024-08-25 03:00,Short,64005.6,1,64005.6,-341.4,-0.53,504.6,0.79,-635,-0.99,22380.1,2.24
743,ロング決済,2024-08-26 11:00,Short,63883.6,1,64347,-463.4,-0.72,643,1.00,-517,-0.80,21916.7,2.19
743,ロングエントリー,2024-08-26 07:00,Long,64347,1,64347,-463.4,-0.72,643,1.00,-517,-0.80,21916.7,2.19
744,ショート決済,2024-08-27 13:00,Long,62925.6,1,63883.6,958,1.50,1273.6,1.99,-277.1,-0.43,22874.7,2.29
744,ショートエントリー,2024-08-26 11:00,Short,63883.6,1,63883.6,958,1.50,1273.6,1.99,-277.1,-0.43,22874.7,2.29
745,ロング決済,2024-08-27 20:00,Short,62298.9,1,62925.6,-626.7,-1.00,226.4,0.36,-715.6,-1.14,22248,2.22
745,ロングエントリー,2024-08-27 13:00,Long,62925.6,1,62925.6,-626.7,-1.00,226.4,0.36,-715.6,-1.14,22248,2.22
746,ショート決済,2024-08-28 19:00,Long,60150,1,62298.9,2148.9,3.45,4367.6,7.01,-207.9,-0.33,24396.9,2.44
746,ショートエントリー,2024-08-27 20:00,Short,62298.9,1,62298.9,2148.9,3.45,4367.6,7.01,-207.9,-0.33,24396.9,2.44
747,ロング決済,2024-08-30 06:00,Short,59470.9,1,60150,-679.1,-1.13,978.8,1.63,-2349.7,-3.91,23717.8,2.37
747,ロングエントリー,2024-08-28 19:00,Long,60150,1,60150,-679.1,-1.13,978.8,1.63,-2349.7,-3.91,23717.8,2.37
748,ショート決済,2024-08-31 04:00,Long,59318.9,1,59470.9,152,0.26,1824.5,3.07,-427.8,-0.72,23869.8,2.39
748,ショートエントリー,2024-08-30 06:00,Short,59470.9,1,59470.9,152,0.26,1824.5,3.07,-427.8,-0.72,23869.8,2.39
749,ロング決済,2024-08-31 19:00,Short,58865,1,59318.9,-453.9,-0.77,101.8,0.17,-668.9,-1.13,23415.9,2.34
749,ロングエントリー,2024-08-31 04:00,Long,59318.9,1,59318.9,-453.9,-0.77,101.8,0.17,-668.9,-1.13,23415.9,2.34
750,ショート決済,2024-09-02 04:00,Long,58488.2,1,58865,376.8,0.64,1710,2.90,-344.8,-0.59,23792.7,2.38
750,ショートエントリー,2024-08-31 19:00,Short,58865,1,58865,376.8,0.64,1710,2.90,-344.8,-0.59,23792.7,2.38
751,ロング決済,2024-09-03 17:00,Short,59057.4,1,58488.2,569.2,0.97,1296.8,2.22,-1414.6,-2.42,24361.9,2.44
751,ロングエントリー,2024-09-02 04:00,Long,58488.2,1,58488.2,569.2,0.97,1296.8,2.22,-1414.6,-2.42,24361.9,2.44
752,ショート決済,2024-09-05 00:00,Long,57456.5,1,59057.4,1600.9,2.71,3501.9,5.93,-259.6,-0.44,25962.8,2.60
752,ショートエントリー,2024-09-03 17:00,Short,59057.4,1,59057.4,1600.9,2.71,3501.9,5.93,-259.6,-0.44,25962.8,2.60
753,ロング決済,2024-09-05 16:00,Short,56870.4,1,57456.5,-586.1,-1.02,1028.6,1.79,-956.5,-1.66,25376.7,2.54
753,ロングエントリー,2024-09-05 00:00,Long,57456.5,1,57456.5,-586.1,-1.02,1028.6,1.79,-956.5,-1.66,25376.7,2.54
754,ショート決済,2024-09-06 13:00,Long,56542.9,1,56870.4,327.5,0.58,1250.4,2.20,-428.9,-0.75,25704.2,2.57
754,ショートエントリー,2024-09-05 16:00,Short,56870.4,1,56870.4,327.5,0.58,1250.4,2.20,-428.9,-0.75,25704.2,2.57
