トレード番号,タイプ,日時,シグナル,価格 USDT,ポジションサイズ（数量）,ポジションサイズ（金額）,純損益 USDT,純損益 %,最大順行幅 USDT,最大順行幅 %,最大逆行幅 USDT,最大逆行幅 %,累積損益 USDT,累積損益 %
302,ショートエントリー,2023-09-11 11:00,Short,25672,1,25672,-202.5,-0.79,29.5,0.11,-203,-0.79,12559,1.26
303,ロング決済,2023-09-11 20:00,Short,25691,1,25874.5,-183.5,-0.71,10.5,0.04,-314.5,-1.22,12375.5,1.24
303,ロングエントリー,2023-09-11 15:00,Long,25874.5,1,25874.5,-183.5,-0.71,10.5,0.04,-314.5,-1.22,12375.5,1.24
304,ショート決済,2023-09-12 13:00,Long,25780,1,25691,-89,-0.35,815.5,3.17,-248,-0.97,12286.5,1.23
304,ショートエントリー,2023-09-11 20:00,Short,25691,1,25691,-89,-0.35,815.5,3.17,-248,-0.97,12286.5,1.23
305,ロング決済,2023-09-13 09:00,Short,25836,1,25780,56,0.22,780.5,3.03,-184.5,-0.72,12342.5,1.23
305,ロングエントリー,2023-09-12 13:00,Long,25780,1,25780,56,0.22,780.5,3.03,-184.5,-0.72,12342.5,1.23
306,ショート決済,2023-09-14 06:00,Long,26214,1,25836,-378,-1.46,76.5,0.30,-567.5,-2.20,11964.5,1.20
306,ショートエントリー,2023-09-13 09:00,Short,25836,1,25836,-378,-1.46,76.5,0.30,-567.5,-2.20,11964.5,1.20
307,ロング決済,2023-09-14 18:00,Short,26303,1,26214,89,0.34,331.5,1.26,-95.5,-0.36,12053.5,1.21
307,ロングエントリー,2023-09-14 06:00,Long,26214,1,26214,89,0.34,331.5,1.26,-95.5,-0.36,12053.5,1.21
308,ショート決済,2023-09-14 23:00,Long,26577.9,1,26303,-274.9,-1.05,38.2,0.15,-467.3,-1.78,11778.6,1.18
308,ショートエントリー,2023-09-14 18:00,Short,26303,1,26303,-274.9,-1.05,38.2,0.15,-467.3,-1.78,11778.6,1.18
309,ロング決済,2023-09-15 08:00,Short,26601.1,1,26577.9,23.2,0.09,280.4,1.06,-106.1,-0.40,11801.8,1.18
309,ロングエントリー,2023-09-14 23:00,Long,26577.9,1,26577.9,23.2,0.09,280.4,1.06,-106.1,-0.40,11801.8,1.18
310,ショート決済,2023-09-15 14:00,Long,26634.9,1,26601.1,-33.8,-0.13,154.4,0.58,-52.9,-0.20,11768,1.18
310,ショートエントリー,2023-09-15 08:00,Short,26601.1,1,26601.1,-33.8,-0.13,154.4,0.58,-52.9,-0.20,11768,1.18
311,ロング決済,2023-09-15 17:00,Short,26562.8,1,26634.9,-72.1,-0.27,3.8,0.01,-89.2,-0.33,11695.9,1.17
311,ロングエントリー,2023-09-15 14:00,Long,26634.9,1,26634.9,-72.1,-0.27,3.8,0.01,-89.2,-0.33,11695.9,1.17
312,ショート決済,2023-09-16 08:00,Long,26770.9,1,26562.8,-208.1,-0.78,342.8,1.29,-285.2,-1.07,11487.8,1.15
312,ショートエントリー,2023-09-15 17:00,Short,26562.8,1,26562.8,-208.1,-0.78,342.8,1.29,-285.2,-1.07,11487.8,1.15
313,ロング決済,2023-09-17 04:00,Short,26577.2,1,26770.9,-193.7,-0.72,118.6,0.44,-321.2,-1.20,11294.1,1.13
313,ロングエントリー,2023-09-16 08:00,Long,26770.9,1,26770.9,-193.7,-0.72,118.6,0.44,-321.2,-1.20,11294.1,1.13
314,ショート決済,2023-09-17 12:00,Long,26500,1,26577.2,77.2,0.29,167.2,0.63,-3.6,-0.01,11371.3,1.14
314,ショートエントリー,2023-09-17 04:00,Short,26577.2,1,26577.2,77.2,0.29,167.2,0.63,-3.6,-0.01,11371.3,1.14
315,ロング決済,2023-09-18 06:00,Short,26435,1,26500,-65,-0.25,117.5,0.44,-78.4,-0.30,11306.3,1.13
315,ロングエントリー,2023-09-17 12:00,Long,26500,1,26500,-65,-0.25,117.5,0.44,-78.4,-0.30,11306.3,1.13
316,ショート決済,2023-09-18 12:00,Long,26657.3,1,26435,-222.3,-0.84,55,0.21,-308.6,-1.17,11084,1.11
316,ショートエントリー,2023-09-18 06:00,Short,26435,1,26435,-222.3,-0.84,55,0.21,-308.6,-1.17,11084,1.11
317,ロング決済,2023-09-19 07:00,Short,26834.2,1,26657.3,176.9,0.66,749.2,2.81,-95.5,-0.36,11260.9,1.13
317,ロングエントリー,2023-09-18 12:00,Long,26657.3,1,26657.3,176.9,0.66,749.2,2.81,-95.5,-0.36,11260.9,1.13
318,ショート決済,2023-09-20 01:00,Long,27419.7,1,26834.2,-585.5,-2.18,169.5,0.63,-644.2,-2.40,10675.4,1.07
318,ショートエントリー,2023-09-19 07:00,Short,26834.2,1,26834.2,-585.5,-2.18,169.5,0.63,-644.2,-2.40,10675.4,1.07
319,ロング決済,2023-09-20 14:00,Short,27065.6,1,27419.7,-354.1,-1.29,58.7,0.21,-431.2,-1.57,10321.3,1.03
319,ロングエントリー,2023-09-20 01:00,Long,27419.7,1,27419.7,-354.1,-1.29,58.7,0.21,-431.2,-1.57,10321.3,1.03
320,ショート決済,2023-09-21 15:00,Long,27069.8,1,27065.6,-4.2,-0.02,281.3,1.04,-233.4,-0.86,10317.1,1.03
320,ショートエントリー,2023-09-20 14:00,Short,27065.6,1,27065.6,-4.2,-0.02,281.3,1.04,-233.4,-0.86,10317.1,1.03
321,ロング決済,2023-09-21 18:00,Short,26922.6,1,27069.8,-147.2,-0.54,0,0.00,-166.5,-0.62,10169.9,1.02
321,ロングエントリー,2023-09-21 15:00,Long,27069.8,1,27069.8,-147.2,-0.54,0,0.00,-166.5,-0.62,10169.9,1.02
322,ショート決済,2023-09-22 13:00,Long,26607.3,1,26922.6,315.3,1.17,561.6,2.09,-18.7,-0.07,10485.2,1.05
322,ショートエントリー,2023-09-21 18:00,Short,26922.6,1,26922.6,315.3,1.17,561.6,2.09,-18.7,-0.07,10485.2,1.05
323,ロング決済,2023-09-23 03:00,Short,26573.2,1,26607.3,-34.1,-0.13,132.7,0.50,-82.4,-0.31,10451.1,1.05
323,ロングエントリー,2023-09-22 13:00,Long,26607.3,1,26607.3,-34.1,-0.13,132.7,0.50,-82.4,-0.31,10451.1,1.05
324,ショート決済,2023-09-23 22:00,Long,26571.5,1,26573.2,1.7,0.01,92.7,0.35,-60.1,-0.23,10452.8,1.05
324,ショートエントリー,2023-09-23 03:00,Short,26573.2,1,26573.2,1.7,0.01,92.7,0.35,-60.1,-0.23,10452.8,1.05
325,ロング決済,2023-09-25 04:00,Short,26581.6,1,26571.5,10.1,0.04,163.5,0.62,-154.5,-0.58,10462.9,1.05
325,ロングエントリー,2023-09-23 22:00,Long,26571.5,1,26571.5,10.1,0.04,163.5,0.62,-154.5,-0.58,10462.9,1.05
326,ショート決済,2023-09-26 01:00,Long,26219.3,1,26581.6,362.3,1.36,610.6,2.30,0,0.00,10825.2,1.08
326,ショートエントリー,2023-09-25 04:00,Short,26581.6,1,26581.6,362.3,1.36,610.6,2.30,0,0.00,10825.2,1.08
327,ロング決済,2023-09-26 23:00,Short,26165.1,1,26219.3,-54.2,-0.21,212.3,0.81,-97,-0.37,10771,1.08
327,ロングエントリー,2023-09-26 01:00,Long,26219.3,1,26219.3,-54.2,-0.21,212.3,0.81,-97,-0.37,10771,1.08
328,ショート決済,2023-09-27 17:00,Long,26230.9,1,26165.1,-65.8,-0.25,92.1,0.35,-114.8,-0.44,10705.2,1.07
328,ショートエントリー,2023-09-26 23:00,Short,26165.1,1,26165.1,-65.8,-0.25,92.1,0.35,-114.8,-0.44,10705.2,1.07
329,ロング決済,2023-09-30 00:00,Short,26905.7,1,26230.9,674.8,2.57,1085.3,4.14,-123,-0.47,11380,1.14
329,ロングエントリー,2023-09-27 17:00,Long,26230.9,1,26230.9,674.8,2.57,1085.3,4.14,-123,-0.47,11380,1.14
330,ショート決済,2023-10-01 00:00,Long,26988.6,1,26905.7,-82.9,-0.31,162.2,0.60,-97.6,-0.36,11297.1,1.13
330,ショートエントリー,2023-09-30 00:00,Short,26905.7,1,26905.7,-82.9,-0.31,162.2,0.60,-97.6,-0.36,11297.1,1.13
331,ロング決済,2023-10-02 02:00,Short,27104.9,1,26988.6,116.3,0.43,299.2,1.11,-47,-0.17,11413.4,1.14
331,ロングエントリー,2023-10-01 00:00,Long,26988.6,1,26988.6,116.3,0.43,299.2,1.11,-47,-0.17,11413.4,1.14
332,ショート決済,2023-10-02 08:00,Long,27994,1,27104.9,-889.1,-3.28,78.7,0.29,-1235.1,-4.56,10524.3,1.05
332,ショートエントリー,2023-10-02 02:00,Short,27104.9,1,27104.9,-889.1,-3.28,78.7,0.29,-1235.1,-4.56,10524.3,1.05
333,ロング決済,2023-10-03 03:00,Short,28054.2,1,27994,60.2,0.22,604.8,2.16,-172.1,-0.61,10584.5,1.06
333,ロングエントリー,2023-10-02 08:00,Long,27994,1,27994,60.2,0.22,604.8,2.16,-172.1,-0.61,10584.5,1.06
334,ショート決済,2023-10-04 07:00,Long,27398,1,28054.2,656.2,2.34,899.2,3.21,-49.2,-0.18,11240.7,1.12
334,ショートエントリー,2023-10-03 03:00,Short,28054.2,1,28054.2,656.2,2.34,899.2,3.21,-49.2,-0.18,11240.7,1.12
335,ロング決済,2023-10-05 14:00,Short,27687.9,1,27398,289.9,1.06,498.6,1.82,-194.2,-0.71,11530.6,1.15
335,ロングエントリー,2023-10-04 07:00,Long,27398,1,27398,289.9,1.06,498.6,1.82,-194.2,-0.71,11530.6,1.15
336,ショート決済,2023-10-05 23:00,Long,27984.7,1,27687.9,-296.8,-1.07,140.7,0.51,-408.7,-1.48,11233.8,1.12
336,ショートエントリー,2023-10-05 14:00,Short,27687.9,1,27687.9,-296.8,-1.07,140.7,0.51,-408.7,-1.48,11233.8,1.12
337,ロング決済,2023-10-06 03:00,Short,27482.3,1,27984.7,-502.4,-1.80,134.5,0.48,-633.7,-2.26,10731.4,1.07
337,ロングエントリー,2023-10-05 23:00,Long,27984.7,1,27984.7,-502.4,-1.80,134.5,0.48,-633.7,-2.26,10731.4,1.07
338,ショート決済,2023-10-06 20:00,Long,27662.8,1,27482.3,-180.5,-0.66,93.2,0.34,-307.7,-1.12,10550.9,1.06
338,ショートエントリー,2023-10-06 03:00,Short,27482.3,1,27482.3,-180.5,-0.66,93.2,0.34,-307.7,-1.12,10550.9,1.06
339,ロング決済,2023-10-08 01:00,Short,27934.5,1,27662.8,271.7,0.98,643.1,2.32,-496.8,-1.80,10822.6,1.08
339,ロングエントリー,2023-10-06 20:00,Long,27662.8,1,27662.8,271.7,0.98,643.1,2.32,-496.8,-1.80,10822.6,1.08
340,ショート決済,2023-10-08 11:00,Long,28006.6,1,27934.5,-72.1,-0.26,94.1,0.34,-82.6,-0.30,10750.5,1.08
340,ショートエントリー,2023-10-08 01:00,Short,27934.5,1,27934.5,-72.1,-0.26,94.1,0.34,-82.6,-0.30,10750.5,1.08
341,ロング決済,2023-10-09 18:00,Short,27744,1,28006.6,-262.6,-0.94,79.9,0.29,-325.3,-1.16,10487.9,1.05
341,ロングエントリー,2023-10-08 11:00,Long,28006.6,1,28006.6,-262.6,-0.94,79.9,0.29,-325.3,-1.16,10487.9,1.05
342,ショート決済,2023-10-10 13:00,Long,27612.9,1,27744,131.1,0.47,499,1.80,-51.4,-0.19,10619,1.06
342,ショートエントリー,2023-10-09 18:00,Short,27744,1,27744,131.1,0.47,499,1.80,-51.4,-0.19,10619,1.06
343,ロング決済,2023-10-11 03:00,Short,27348.3,1,27612.9,-264.6,-0.96,119.3,0.43,-300.9,-1.09,10354.4,1.04
343,ロングエントリー,2023-10-10 13:00,Long,27612.9,1,27612.9,-264.6,-0.96,119.3,0.43,-300.9,-1.09,10354.4,1.04
344,ショート決済,2023-10-11 21:00,Long,27176,1,27348.3,172.3,0.63,401.8,1.47,-106.7,-0.39,10526.7,1.05
344,ショートエントリー,2023-10-11 03:00,Short,27348.3,1,27348.3,172.3,0.63,401.8,1.47,-106.7,-0.39,10526.7,1.05
345,ロング決済,2023-10-12 01:00,Short,26763.9,1,27176,-412.1,-1.52,67.1,0.25,-466,-1.71,10114.6,1.01
345,ロングエントリー,2023-10-11 21:00,Long,27176,1,27176,-412.1,-1.52,67.1,0.25,-466,-1.71,10114.6,1.01
346,ショート決済,2023-10-12 12:00,Long,26881.6,1,26763.9,-117.7,-0.44,243.9,0.91,-162.9,-0.61,9996.9,1.00
346,ショートエントリー,2023-10-12 01:00,Short,26763.9,1,26763.9,-117.7,-0.44,243.9,0.91,-162.9,-0.61,9996.9,1.00
347,ロング決済,2023-10-13 07:00,Short,26738.1,1,26881.6,-143.5,-0.53,19.2,0.07,-350.6,-1.30,9853.4,0.99
347,ロングエントリー,2023-10-12 12:00,Long,26881.6,1,26881.6,-143.5,-0.53,19.2,0.07,-350.6,-1.30,9853.4,0.99
348,ショート決済,2023-10-13 16:00,Long,26789.1,1,26738.1,-51,-0.19,53.5,0.20,-118.3,-0.44,9802.4,0.98
348,ショートエントリー,2023-10-13 07:00,Short,26738.1,1,26738.1,-51,-0.19,53.5,0.20,-118.3,-0.44,9802.4,0.98
349,ロング決済,2023-10-14 04:00,Short,26727.3,1,26789.1,-61.8,-0.23,158.8,0.59,-123.1,-0.46,9740.6,0.97
349,ロングエントリー,2023-10-13 16:00,Long,26789.1,1,26789.1,-61.8,-0.23,158.8,0.59,-123.1,-0.46,9740.6,0.97
350,ショート決済,2023-10-14 14:00,Long,26887,1,26727.3,-159.7,-0.60,26.1,0.10,-383.1,-1.43,9580.9,0.96
350,ショートエントリー,2023-10-14 04:00,Short,26727.3,1,26727.3,-159.7,-0.60,26.1,0.10,-383.1,-1.43,9580.9,0.96
351,ロング決済,2023-10-15 04:00,Short,26853.6,1,26887,-33.4,-0.12,42.5,0.16,-59,-0.22,9547.5,0.95
351,ロングエントリー,2023-10-14 14:00,Long,26887,1,26887,-33.4,-0.12,42.5,0.16,-59,-0.22,9547.5,0.95
352,ショート決済,2023-10-16 05:00,Long,27023.3,1,26853.6,-169.7,-0.63,82.6,0.31,-209.4,-0.78,9377.8,0.94
352,ショートエントリー,2023-10-15 04:00,Short,26853.6,1,26853.6,-169.7,-0.63,82.6,0.31,-209.4,-0.78,9377.8,0.94
353,ロング決済,2023-10-17 12:00,Short,28367.6,1,27023.3,1344.3,4.97,3601.8,13.33,-29.3,-0.11,10722.1,1.07
353,ロングエントリー,2023-10-16 05:00,Long,27023.3,1,27023.3,1344.3,4.97,3601.8,13.33,-29.3,-0.11,10722.1,1.07
354,ショート決済,2023-10-18 14:00,Long,28726.4,1,28367.6,-358.8,-1.26,303.6,1.07,-627.4,-2.21,10363.3,1.04
354,ショートエントリー,2023-10-17 12:00,Short,28367.6,1,28367.6,-358.8,-1.26,303.6,1.07,-627.4,-2.21,10363.3,1.04
355,ロング決済,2023-10-18 21:00,Short,28341.1,1,28726.4,-385.3,-1.34,134.2,0.47,-505.1,-1.76,9978,1.00
355,ロングエントリー,2023-10-18 14:00,Long,28726.4,1,28726.4,-385.3,-1.34,134.2,0.47,-505.1,-1.76,9978,1.00
356,ショート決済,2023-10-19 19:00,Long,28393.9,1,28341.1,-52.8,-0.19,233.4,0.82,-89.9,-0.32,9925.2,0.99
356,ショートエントリー,2023-10-18 21:00,Short,28341.1,1,28341.1,-52.8,-0.19,233.4,0.82,-89.9,-0.32,9925.2,0.99
357,ロング決済,2023-10-21 03:00,Short,29511.8,1,28393.9,1117.9,3.94,1869,6.58,-23.9,-0.08,11043.1,1.10
357,ロングエントリー,2023-10-19 19:00,Long,28393.9,1,28393.9,1117.9,3.94,1869,6.58,-23.9,-0.08,11043.1,1.10
358,ショート決済,2023-10-22 00:00,Long,29877.4,1,29511.8,-365.6,-1.24,118.8,0.40,-401,-1.36,10677.5,1.07
358,ショートエントリー,2023-10-21 03:00,Short,29511.8,1,29511.8,-365.6,-1.24,118.8,0.40,-401,-1.36,10677.5,1.07
359,ロング決済,2023-10-22 17:00,Short,29813,1,29877.4,-64.4,-0.22,504.4,1.69,-254.6,-0.85,10613.1,1.06
359,ロングエントリー,2023-10-22 00:00,Long,29877.4,1,29877.4,-64.4,-0.22,504.4,1.69,-254.6,-0.85,10613.1,1.06
360,ショート決済,2023-10-23 08:00,Long,30033.1,1,29813,-220.1,-0.74,102.3,0.34,-236.6,-0.79,10393,1.04
360,ショートエントリー,2023-10-22 17:00,Short,29813,1,29813,-220.1,-0.74,102.3,0.34,-236.6,-0.79,10393,1.04
361,ロング決済,2023-10-25 01:00,Short,33664.3,1,30033.1,3631.2,12.09,5896.2,19.63,-150.7,-0.50,14024.2,1.40
361,ロングエントリー,2023-10-23 08:00,Long,30033.1,1,30033.1,3631.2,12.09,5896.2,19.63,-150.7,-0.50,14024.2,1.40
362,ショート決済,2023-10-26 01:00,Long,34831.8,1,33664.3,-1167.5,-3.47,294.6,0.88,-1363.7,-4.05,12856.7,1.29
362,ショートエントリー,2023-10-25 01:00,Short,33664.3,1,33664.3,-1167.5,-3.47,294.6,0.88,-1363.7,-4.05,12856.7,1.29
363,ロング決済,2023-10-26 20:00,Short,34274.2,1,34831.8,-557.6,-1.60,307.8,0.88,-737.8,-2.12,12299.1,1.23
363,ロングエントリー,2023-10-26 01:00,Long,34831.8,1,34831.8,-557.6,-1.60,307.8,0.88,-737.8,-2.12,12299.1,1.23
364,ショート決済,2023-10-27 20:00,Long,34070,1,34274.2,204.2,0.60,529.9,1.55,-87.2,-0.25,12503.3,1.25
364,ショートエントリー,2023-10-26 20:00,Short,34274.2,1,34274.2,204.2,0.60,529.9,1.55,-87.2,-0.25,12503.3,1.25
365,ロング決済,2023-10-28 03:00,Short,33601,1,34070,-469,-1.38,137.9,0.40,-715.2,-2.10,12034.3,1.20
365,ロングエントリー,2023-10-27 20:00,Long,34070,1,34070,-469,-1.38,137.9,0.40,-715.2,-2.10,12034.3,1.20
366,ショート決済,2023-10-28 17:00,Long,34044.3,1,33601,-443.3,-1.32,209.6,0.62,-577,-1.72,11591,1.16
366,ショートエントリー,2023-10-28 03:00,Short,33601,1,33601,-443.3,-1.32,209.6,0.62,-577,-1.72,11591,1.16
367,ロング決済,2023-10-29 07:00,Short,34186.7,1,34044.3,142.4,0.42,477.5,1.40,-117.8,-0.35,11733.4,1.17
367,ロングエントリー,2023-10-28 17:00,Long,34044.3,1,34044.3,142.4,0.42,477.5,1.40,-117.8,-0.35,11733.4,1.17
368,ショート決済,2023-10-29 19:00,Long,34214.7,1,34186.7,-28,-0.08,256.9,0.75,-96.2,-0.28,11705.4,1.17
368,ショートエントリー,2023-10-29 07:00,Short,34186.7,1,34186.7,-28,-0.08,256.9,0.75,-96.2,-0.28,11705.4,1.17
369,ロング決済,2023-10-30 12:00,Short,34322.2,1,34214.7,107.5,0.31,539.3,1.58,-61.9,-0.18,11812.9,1.18
369,ロングエントリー,2023-10-29 19:00,Long,34214.7,1,34214.7,107.5,0.31,539.3,1.58,-61.9,-0.18,11812.9,1.18
370,ショート決済,2023-10-31 10:00,Long,34524.6,1,34322.2,-202.4,-0.59,270.6,0.79,-547.8,-1.60,11610.5,1.16
370,ショートエントリー,2023-10-30 12:00,Short,34322.2,1,34322.2,-202.4,-0.59,270.6,0.79,-547.8,-1.60,11610.5,1.16
371,ロング決済,2023-10-31 14:00,Short,34230.8,1,34524.6,-293.8,-0.85,17.2,0.05,-338.8,-0.98,11316.7,1.13
371,ロングエントリー,2023-10-31 10:00,Long,34524.6,1,34524.6,-293.8,-0.85,17.2,0.05,-338.8,-0.98,11316.7,1.13
372,ショート決済,2023-11-01 02:00,Long,34430,1,34230.8,-199.2,-0.58,204,0.60,-312.1,-0.91,11117.5,1.11
372,ショートエントリー,2023-10-31 14:00,Short,34230.8,1,34230.8,-199.2,-0.58,204,0.60,-312.1,-0.91,11117.5,1.11
373,ロング決済,2023-11-01 20:00,Short,34377.7,1,34430,-52.3,-0.15,299.4,0.87,-100.6,-0.29,11065.2,1.11
373,ロングエントリー,2023-11-01 02:00,Long,34430,1,34430,-52.3,-0.15,299.4,0.87,-100.6,-0.29,11065.2,1.11
374,ショート決済,2023-11-01 23:00,Long,34605,1,34377.7,-227.3,-0.66,27.7,0.08,-840.3,-2.44,10837.9,1.08
374,ショートエントリー,2023-11-01 20:00,Short,34377.7,1,34377.7,-227.3,-0.66,27.7,0.08,-840.3,-2.44,10837.9,1.08
375,ロング決済,2023-11-02 01:00,Short,34290.5,1,34605,-314.5,-0.91,59.8,0.17,-543.8,-1.57,10523.4,1.05
375,ロングエントリー,2023-11-01 23:00,Long,34605,1,34605,-314.5,-0.91,59.8,0.17,-543.8,-1.57,10523.4,1.05
376,ショート決済,2023-11-02 08:00,Long,35293.1,1,34290.5,-1002.6,-2.92,7.2,0.02,-1421,-4.14,9520.8,0.95
376,ショートエントリー,2023-11-02 01:00,Short,34290.5,1,34290.5,-1002.6,-2.92,7.2,0.02,-1421,-4.14,9520.8,0.95
377,ロング決済,2023-11-02 23:00,Short,34925.3,1,35293.1,-367.8,-1.04,692.9,1.96,-683.1,-1.94,9153,0.92
377,ロングエントリー,2023-11-02 08:00,Long,35293.1,1,35293.1,-367.8,-1.04,692.9,1.96,-683.1,-1.94,9153,0.92
378,ショート決済,2023-11-04 00:00,Long,34706.9,1,34925.3,218.4,0.63,806.5,2.31,-169.6,-0.49,9371.4,0.94
378,ショートエントリー,2023-11-02 23:00,Short,34925.3,1,34925.3,218.4,0.63,806.5,2.31,-169.6,-0.49,9371.4,0.94
379,ロング決済,2023-11-04 23:00,Short,34696.2,1,34706.9,-10.7,-0.03,351,1.01,-393.4,-1.13,9360.7,0.94
379,ロングエントリー,2023-11-04 00:00,Long,34706.9,1,34706.9,-10.7,-0.03,351,1.01,-393.4,-1.13,9360.7,0.94
380,ショート決済,2023-11-05 13:00,Long,35272.4,1,34696.2,-576.2,-1.66,57.4,0.17,-618.4,-1.78,8784.5,0.88
380,ショートエントリー,2023-11-04 23:00,Short,34696.2,1,34696.2,-576.2,-1.66,57.4,0.17,-618.4,-1.78,8784.5,0.88
381,ロング決済,2023-11-05 23:00,Short,34831.3,1,35272.4,-441.1,-1.25,38.9,0.11,-517.4,-1.47,8343.4,0.83
381,ロングエントリー,2023-11-05 13:00,Long,35272.4,1,35272.4,-441.1,-1.25,38.9,0.11,-517.4,-1.47,8343.4,0.83
382,ショート決済,2023-11-06 20:00,Long,35158.6,1,34831.3,-327.3,-0.94,423.3,1.22,-573.6,-1.65,8016.1,0.80
382,ショートエントリー,2023-11-05 23:00,Short,34831.3,1,34831.3,-327.3,-0.94,423.3,1.22,-573.6,-1.65,8016.1,0.80
383,ロング決済,2023-11-07 12:00,Short,34820.9,1,35158.6,-337.7,-0.96,103.5,0.29,-354.1,-1.01,7678.4,0.77
383,ロングエントリー,2023-11-06 20:00,Long,35158.6,1,35158.6,-337.7,-0.96,103.5,0.29,-354.1,-1.01,7678.4,0.77
384,ショート決済,2023-11-08 04:00,Long,35387.2,1,34820.9,-566.3,-1.63,301.9,0.87,-720.1,-2.07,7112.1,0.71
384,ショートエントリー,2023-11-07 12:00,Short,34820.9,1,34820.9,-566.3,-1.63,301.9,0.87,-720.1,-2.07,7112.1,0.71
385,ロング決済,2023-11-09 00:00,Short,35306.5,1,35387.2,-80.7,-0.23,517.7,1.46,-219,-0.62,7031.4,0.70
385,ロングエントリー,2023-11-08 04:00,Long,35387.2,1,35387.2,-80.7,-0.23,517.7,1.46,-219,-0.62,7031.4,0.70
386,ショート決済,2023-11-09 10:00,Long,35848.8,1,35306.5,-542.3,-1.54,216.9,0.61,-822,-2.33,6489.1,0.65
386,ショートエントリー,2023-11-09 00:00,Short,35306.5,1,35306.5,-542.3,-1.54,216.9,0.61,-822,-2.33,6489.1,0.65
387,ロング決済,2023-11-10 02:00,Short,36352.1,1,35848.8,503.3,1.40,2243.3,6.26,-280.7,-0.78,6992.4,0.70
387,ロングエントリー,2023-11-09 10:00,Long,35848.8,1,35848.8,503.3,1.40,2243.3,6.26,-280.7,-0.78,6992.4,0.70
388,ショート決済,2023-11-11 03:00,Long,37201.7,1,36352.1,-849.6,-2.34,337.3,0.93,-1109.6,-3.05,6142.8,0.61
388,ショートエントリー,2023-11-10 02:00,Short,36352.1,1,36352.1,-849.6,-2.34,337.3,0.93,-1109.6,-3.05,6142.8,0.61
389,ロング決済,2023-11-11 21:00,Short,37001.4,1,37201.7,-200.3,-0.54,355.3,0.96,-282.9,-0.76,5942.5,0.59
389,ロングエントリー,2023-11-11 03:00,Long,37201.7,1,37201.7,-200.3,-0.54,355.3,0.96,-282.9,-0.76,5942.5,0.59
390,ショート決済,2023-11-13 05:00,Long,37127.5,1,37001.4,-126.1,-0.34,378.4,1.02,-283.6,-0.77,5816.4,0.58
390,ショートエントリー,2023-11-11 21:00,Short,37001.4,1,37001.4,-126.1,-0.34,378.4,1.02,-283.6,-0.77,5816.4,0.58
391,ロング決済,2023-11-13 12:00,Short,37165.1,1,37127.5,37.6,0.10,321.8,0.87,-177.3,-0.48,5854,0.59
391,ロングエントリー,2023-11-13 05:00,Long,37127.5,1,37127.5,37.6,0.10,321.8,0.87,-177.3,-0.48,5854,0.59
392,ショート決済,2023-11-14 16:00,Long,36666.5,1,37165.1,498.6,1.34,955.8,2.57,-12.3,-0.03,6352.6,0.64
392,ショートエントリー,2023-11-13 12:00,Short,37165.1,1,37165.1,498.6,1.34,955.8,2.57,-12.3,-0.03,6352.6,0.64
393,ロング決済,2023-11-15 01:00,Short,36149.4,1,36666.5,-517.1,-1.41,95.9,0.26,-926.2,-2.53,5835.5,0.58
393,ロングエントリー,2023-11-14 16:00,Long,36666.5,1,36666.5,-517.1,-1.41,95.9,0.26,-926.2,-2.53,5835.5,0.58
394,ショート決済,2023-11-16 00:00,Long,36114.3,1,36149.4,35.1,0.10,1577.4,4.36,-284.1,-0.79,5870.6,0.59
394,ショートエントリー,2023-11-15 01:00,Short,36149.4,1,36149.4,35.1,0.10,1577.4,4.36,-284.1,-0.79,5870.6,0.59
395,ロング決済,2023-11-16 21:00,Short,37262.1,1,36114.3,1147.8,3.18,1865.7,5.17,-6,-0.02,7018.4,0.70
395,ロングエントリー,2023-11-16 00:00,Long,36114.3,1,36114.3,1147.8,3.18,1865.7,5.17,-6,-0.02,7018.4,0.70
396,ショート決済,2023-11-18 03:00,Long,36504.7,1,37262.1,757.4,2.03,1773.9,4.76,-74.9,-0.20,7775.8,0.78
396,ショートエントリー,2023-11-16 21:00,Short,37262.1,1,37262.1,757.4,2.03,1773.9,4.76,-74.9,-0.20,7775.8,0.78
397,ロング決済,2023-11-18 10:00,Short,36409.2,1,36504.7,-95.5,-0.26,228.7,0.63,-255.8,-0.70,7680.3,0.77
397,ロングエントリー,2023-11-18 03:00,Long,36504.7,1,36504.7,-95.5,-0.26,228.7,0.63,-255.8,-0.70,7680.3,0.77
398,ショート決済,2023-11-19 02:00,Long,36678.1,1,36409.2,-268.9,-0.74,219.4,0.60,-451.2,-1.24,7411.4,0.74
398,ショートエントリー,2023-11-18 10:00,Short,36409.2,1,36409.2,-268.9,-0.74,219.4,0.60,-451.2,-1.24,7411.4,0.74
399,ロング決済,2023-11-19 06:00,Short,36595.4,1,36678.1,-82.7,-0.23,91.3,0.25,-140.1,-0.38,7328.7,0.73
399,ロングエントリー,2023-11-19 02:00,Long,36678.1,1,36678.1,-82.7,-0.23,91.3,0.25,-140.1,-0.38,7328.7,0.73
400,ショート決済,2023-11-20 04:00,Long,36840.5,1,36595.4,-245.1,-0.67,214.4,0.59,-319.7,-0.87,7083.6,0.71
400,ショートエントリー,2023-11-19 06:00,Short,36595.4,1,36595.4,-245.1,-0.67,214.4,0.59,-319.7,-0.87,7083.6,0.71
401,ロング決済,2023-11-21 06:00,Short,37540.8,1,36840.5,700.3,1.90,924.5,2.51,-211.6,-0.57,7783.9,0.78
