トレード番号,タイプ,日時,シグナル,価格 USDT,ポジションサイズ（数量）,ポジションサイズ（金額）,純損益 USDT,純損益 %,最大順行幅 USDT,最大順行幅 %,最大逆行幅 USDT,最大逆行幅 %,累積損益 USDT,累積損益 %
223,ロング決済,2023-11-15 10:00,Close entry(s) order LongEnt,35438,1,36366.2,-971.28,-2.67,310.38,0.85,-1816.02,-4.99,-3754.52,-0.38
223,ロングエントリー,2023-11-14 21:00,LongEnt,36366.2,1,36366.2,-971.28,-2.67,310.38,0.85,-1816.02,-4.99,-3754.52,-0.38
224,ショート決済,2023-11-15 18:00,Close entry(s) order ShortEnt,35789.3,1,35582.7,-249.42,-0.70,2.35,0.01,-393.45,-1.11,-4003.94,-0.40
224,ショートエントリー,2023-11-15 15:00,ShortEnt,35582.7,1,35582.7,-249.42,-0.70,2.35,0.01,-393.45,-1.11,-4003.94,-0.40
225,ショート決済,2023-11-17 16:00,Close entry(s) order ShortEnt,36244.1,1,36454.6,166.88,0.46,266.73,0.73,-29.37,-0.08,-3837.06,-0.38
225,ショートエントリー,2023-11-17 13:00,ShortEnt,36454.6,1,36454.6,166.88,0.46,266.73,0.73,-29.37,-0.08,-3837.06,-0.38
226,ロング決済,2023-11-19 05:00,Close entry(s) order LongEnt,36595.4,1,36504.7,46.84,0.13,333.8,0.91,-336.8,-0.92,-3790.22,-0.38
226,ロングエントリー,2023-11-18 02:00,LongEnt,36504.7,1,36504.7,46.84,0.13,333.8,0.91,-336.8,-0.92,-3790.22,-0.38
227,ショート決済,2023-11-22 04:00,Close entry(s) order ShortEnt,36983.7,1,37247,218.76,0.59,993.55,2.67,-540.35,-1.45,-3571.46,-0.36
227,ショートエントリー,2023-11-21 01:00,ShortEnt,37247,1,37247,218.76,0.59,993.55,2.67,-540.35,-1.45,-3571.46,-0.36
228,ロング決済,2023-11-23 15:00,Close entry(s) order LongEnt,37272.2,1,36108.6,1119.57,3.10,1737.33,4.81,-105.27,-0.29,-2451.89,-0.25
228,ロングエントリー,2023-11-22 09:00,LongEnt,36108.6,1,36108.6,1119.57,3.10,1737.33,4.81,-105.27,-0.29,-2451.89,-0.25
229,ショート決済,2023-11-24 16:00,Close entry(s) order ShortEnt,37523.6,1,37460,-108.59,-0.29,575.12,1.53,-134.48,-0.36,-2560.48,-0.26
229,ショートエントリー,2023-11-23 19:00,ShortEnt,37460,1,37460,-108.59,-0.29,575.12,1.53,-134.48,-0.36,-2560.48,-0.26
230,ロング決済,2023-11-25 06:00,Close entry(s) order LongEnt,37833.7,1,37769,19.34,0.05,162.14,0.43,-51.06,-0.14,-2541.14,-0.25
230,ロングエントリー,2023-11-25 04:00,LongEnt,37769,1,37769,19.34,0.05,162.14,0.43,-51.06,-0.14,-2541.14,-0.25
231,ショート決済,2023-11-26 04:00,Close entry(s) order ShortEnt,37826,1,37772.5,-98.86,-0.26,169.84,0.45,-90.36,-0.24,-2640,-0.26
231,ショートエントリー,2023-11-25 17:00,ShortEnt,37772.5,1,37772.5,-98.86,-0.26,169.84,0.45,-90.36,-0.24,-2640,-0.26
232,ロング決済,2023-11-26 23:00,Close entry(s) order LongEnt,37325.1,1,37723.7,-443.63,-1.18,55.77,0.15,-480.73,-1.27,-3083.63,-0.31
232,ロングエントリー,2023-11-26 11:00,LongEnt,37723.7,1,37723.7,-443.63,-1.18,55.77,0.15,-480.73,-1.27,-3083.63,-0.31
233,ロング決済,2023-11-28 01:00,Close entry(s) order LongEnt,37075.7,1,37360,-328.96,-0.88,61.58,0.16,-673.32,-1.80,-3412.59,-0.34
233,ロングエントリー,2023-11-27 13:00,LongEnt,37360,1,37360,-328.96,-0.88,61.58,0.16,-673.32,-1.80,-3412.59,-0.34
234,ロング決済,2023-11-29 07:00,Close entry(s) order LongEnt,37869.9,1,37076.5,748.43,2.02,1301.25,3.51,-88.75,-0.24,-2664.16,-0.27
234,ロングエントリー,2023-11-28 18:00,LongEnt,37076.5,1,37076.5,748.43,2.02,1301.25,3.51,-88.75,-0.24,-2664.16,-0.27
235,ショート決済,2023-11-30 21:00,Close entry(s) order ShortEnt,37857.2,1,38110.7,207.92,0.55,543.73,1.43,-392.27,-1.03,-2456.24,-0.25
235,ショートエントリー,2023-11-29 16:00,ShortEnt,38110.7,1,38110.7,207.92,0.55,543.73,1.43,-392.27,-1.03,-2456.24,-0.25
236,ショート決済,2023-12-03 05:00,Close entry(s) order ShortEnt,39567,1,38819.9,-794.13,-2.04,86.71,0.22,-1069.29,-2.75,-3250.37,-0.33
236,ショートエントリー,2023-12-02 22:00,ShortEnt,38819.9,1,38819.9,-794.13,-2.04,86.71,0.22,-1069.29,-2.75,-3250.37,-0.33
237,ロング決済,2023-12-03 23:00,Close entry(s) order LongEnt,39524.5,1,39403.1,74.04,0.19,341.26,0.87,-73.74,-0.19,-3176.33,-0.32
237,ロングエントリー,2023-12-03 14:00,LongEnt,39403.1,1,39403.1,74.04,0.19,341.26,0.87,-73.74,-0.19,-3176.33,-0.32
238,ショート決済,2023-12-04 10:00,Close entry(s) order ShortEnt,40607.3,1,39658.4,-997.06,-2.51,216.3,0.55,-1251.7,-3.15,-4173.39,-0.42
238,ショートエントリー,2023-12-04 01:00,ShortEnt,39658.4,1,39658.4,-997.06,-2.51,216.3,0.55,-1251.7,-3.15,-4173.39,-0.42
239,ロング決済,2023-12-05 05:00,Close entry(s) order LongEnt,41764.6,1,41630.7,83.86,0.20,415.92,1.00,-143.98,-0.35,-4089.52,-0.41
239,ロングエントリー,2023-12-05 01:00,LongEnt,41630.7,1,41630.7,83.86,0.20,415.92,1.00,-143.98,-0.35,-4089.52,-0.41
240,ショート決済,2023-12-06 00:00,Close entry(s) order ShortEnt,42252.3,1,41961.1,-341.73,-0.81,548.92,1.31,-551.98,-1.31,-4431.25,-0.44
240,ショートエントリー,2023-12-05 07:00,ShortEnt,41961.1,1,41961.1,-341.73,-0.81,548.92,1.31,-551.98,-1.31,-4431.25,-0.44
241,ロング決済,2023-12-06 21:00,Close entry(s) order LongEnt,44028.9,1,43678.6,297.68,0.68,608.09,1.39,-338.81,-0.78,-4133.58,-0.41
241,ロングエントリー,2023-12-06 16:00,LongEnt,43678.6,1,43678.6,297.68,0.68,608.09,1.39,-338.81,-0.78,-4133.58,-0.41
242,ショート決済,2023-12-08 00:00,Close entry(s) order ShortEnt,43662.1,1,43860.9,146.29,0.33,1003.58,2.29,-109.82,-0.25,-3987.29,-0.40
242,ショートエントリー,2023-12-07 15:00,ShortEnt,43860.9,1,43860.9,146.29,0.33,1003.58,2.29,-109.82,-0.25,-3987.29,-0.40
243,ロング決済,2023-12-09 16:00,Close entry(s) order LongEnt,44212.4,1,43289.1,870.8,2.01,1450.73,3.35,-222.37,-0.51,-3116.49,-0.31
243,ロングエントリー,2023-12-08 08:00,LongEnt,43289.1,1,43289.1,870.8,2.01,1450.73,3.35,-222.37,-0.51,-3116.49,-0.31
244,ロング決済,2023-12-11 11:00,Close entry(s) order LongEnt,41963.3,1,43719.7,-1807.81,-4.13,336.07,0.77,-3467.83,-7.93,-4924.3,-0.49
244,ロングエントリー,2023-12-10 19:00,LongEnt,43719.7,1,43719.7,-1807.81,-4.13,336.07,0.77,-3467.83,-7.93,-4924.3,-0.49
245,ロング決済,2023-12-13 07:00,Close entry(s) order LongEnt,41251.1,1,41324.6,-123.05,-0.30,69.61,0.17,-311.39,-0.75,-5047.35,-0.50
245,ロングエントリー,2023-12-13 03:00,LongEnt,41324.6,1,41324.6,-123.05,-0.30,69.61,0.17,-311.39,-0.75,-5047.35,-0.50
246,ショート決済,2023-12-13 22:00,Close entry(s) order ShortEnt,41471.9,1,41046.8,-474.61,-1.16,467.17,1.14,-461.63,-1.12,-5521.96,-0.55
246,ショートエントリー,2023-12-13 10:00,ShortEnt,41046.8,1,41046.8,-474.61,-1.16,467.17,1.14,-461.63,-1.12,-5521.96,-0.55
247,ロング決済,2023-12-14 18:00,Close entry(s) order LongEnt,42895.8,1,42912.7,-68.39,-0.16,83.55,0.19,-252.55,-0.59,-5590.34,-0.56
247,ロングエントリー,2023-12-14 15:00,LongEnt,42912.7,1,42912.7,-68.39,-0.16,83.55,0.19,-252.55,-0.59,-5590.34,-0.56
248,ショート決済,2023-12-16 06:00,Close entry(s) order ShortEnt,42232.8,1,43108.3,824.3,1.91,1802.44,4.18,-347.86,-0.81,-4766.05,-0.48
248,ショートエントリー,2023-12-14 21:00,ShortEnt,43108.3,1,43108.3,824.3,1.91,1802.44,4.18,-347.86,-0.81,-4766.05,-0.48
249,ロング決済,2023-12-17 08:00,Close entry(s) order LongEnt,42281.1,1,42319.8,-89.46,-0.21,3.51,0.01,-154.09,-0.36,-4855.51,-0.49
249,ロングエントリー,2023-12-17 07:00,LongEnt,42319.8,1,42319.8,-89.46,-0.21,3.51,0.01,-154.09,-0.36,-4855.51,-0.49
250,ショート決済,2023-12-18 04:00,Close entry(s) order ShortEnt,42120.4,1,42110.2,-60.74,-0.14,283.53,0.67,-170.07,-0.40,-4916.25,-0.49
250,ショートエントリー,2023-12-18 02:00,ShortEnt,42110.2,1,42110.2,-60.74,-0.14,283.53,0.67,-170.07,-0.40,-4916.25,-0.49
251,ショート決済,2023-12-20 19:00,Close entry(s) order ShortEnt,42883.3,1,42429.9,-504.59,-1.19,17.44,0.04,-633.76,-1.49,-5420.83,-0.54
251,ショートエントリー,2023-12-20 12:00,ShortEnt,42429.9,1,42429.9,-504.59,-1.19,17.44,0.04,-633.76,-1.49,-5420.83,-0.54
252,ショート決済,2023-12-22 08:00,Close entry(s) order ShortEnt,43868.9,1,43775.9,-145.59,-0.33,373.73,0.85,-519.97,-1.19,-5566.42,-0.56
252,ショートエントリー,2023-12-21 16:00,ShortEnt,43775.9,1,43775.9,-145.59,-0.33,373.73,0.85,-519.97,-1.19,-5566.42,-0.56
253,ショート決済,2023-12-23 17:00,Close entry(s) order ShortEnt,43633,1,43651.2,-34.17,-0.08,328.41,0.75,-440.09,-1.01,-5600.59,-0.56
253,ショートエントリー,2023-12-23 04:00,ShortEnt,43651.2,1,43651.2,-34.17,-0.08,328.41,0.75,-440.09,-1.01,-5600.59,-0.56
254,ロング決済,2023-12-24 19:00,Close entry(s) order LongEnt,43604.2,1,43576.4,-24.51,-0.06,114.75,0.26,-190.95,-0.44,-5625.1,-0.56
254,ロングエントリー,2023-12-24 15:00,LongEnt,43576.4,1,43576.4,-24.51,-0.06,114.75,0.26,-190.95,-0.44,-5625.1,-0.56
255,ショート決済,2023-12-25 16:00,Close entry(s) order ShortEnt,43212.7,1,43741.1,476.23,1.09,1173.86,2.68,-102.94,-0.24,-5148.87,-0.51
255,ショートエントリー,2023-12-24 23:00,ShortEnt,43741.1,1,43741.1,476.23,1.09,1173.86,2.68,-102.94,-0.24,-5148.87,-0.51
256,ロング決済,2023-12-30 07:00,Close entry(s) order LongEnt,41782.4,1,42078.4,-346.32,-0.82,167.05,0.40,-827.65,-1.97,-5495.19,-0.55
256,ロングエントリー,2023-12-30 03:00,LongEnt,42078.4,1,42078.4,-346.32,-0.82,167.05,0.40,-827.65,-1.97,-5495.19,-0.55
257,ショート決済,2023-12-30 23:00,Close entry(s) order ShortEnt,42257.4,1,41927.7,-380.21,-0.91,362.24,0.86,-380.16,-0.91,-5875.4,-0.59
257,ショートエントリー,2023-12-30 11:00,ShortEnt,41927.7,1,41927.7,-380.21,-0.91,362.24,0.86,-380.16,-0.91,-5875.4,-0.59
258,ロング決済,2023-12-31 22:00,Close entry(s) order LongEnt,42482.3,1,42377.3,54.08,0.13,527.27,1.24,-414.33,-0.98,-5821.32,-0.58
258,ロングエントリー,2023-12-31 09:00,LongEnt,42377.3,1,42377.3,54.08,0.13,527.27,1.24,-414.33,-0.98,-5821.32,-0.58
259,ショート決済,2024-01-01 22:00,Close entry(s) order ShortEnt,42746.4,1,42669.4,-128.25,-0.30,8.9,0.02,-131,-0.31,-5949.57,-0.59
259,ショートエントリー,2024-01-01 21:00,ShortEnt,42669.4,1,42669.4,-128.25,-0.30,8.9,0.02,-131,-0.31,-5949.57,-0.59
260,ショート決済,2024-01-04 01:00,Close entry(s) order ShortEnt,42993.4,1,45205.9,2159.58,4.77,4970.88,10.99,-366.72,-0.81,-3789.98,-0.38
260,ショートエントリー,2024-01-03 13:00,ShortEnt,45205.9,1,45205.9,2159.58,4.77,4970.88,10.99,-366.72,-0.81,-3789.98,-0.38
261,ショート決済,2024-01-06 09:00,Close entry(s) order ShortEnt,44051.5,1,43616.8,-487.3,-1.12,513.13,1.18,-805.27,-1.85,-4277.29,-0.43
261,ショートエントリー,2024-01-05 19:00,ShortEnt,43616.8,1,43616.8,-487.3,-1.12,513.13,1.18,-805.27,-1.85,-4277.29,-0.43
262,ショート決済,2024-01-08 21:00,Close entry(s) order ShortEnt,45099.7,1,44039.4,-1113.78,-2.53,864.98,1.96,-1165.12,-2.64,-5391.07,-0.54
262,ショートエントリー,2024-01-08 00:00,ShortEnt,44039.4,1,44039.4,-1113.78,-2.53,864.98,1.96,-1165.12,-2.64,-5391.07,-0.54
263,ショート決済,2024-01-11 00:00,Close entry(s) order ShortEnt,45565.7,1,46548.3,927.33,1.99,2225.37,4.78,-1535.53,-3.30,-4463.74,-0.45
263,ショートエントリー,2024-01-09 23:00,ShortEnt,46548.3,1,46548.3,927.33,1.99,2225.37,4.78,-1535.53,-3.30,-4463.74,-0.45
264,ロング決済,2024-01-12 01:00,Close entry(s) order LongEnt,46026.3,1,46085,-113.97,-0.25,2877.35,6.24,-360.75,-0.78,-4577.7,-0.46
264,ロングエントリー,2024-01-11 16:00,LongEnt,46085,1,46085,-113.97,-0.25,2877.35,6.24,-360.75,-0.78,-4577.7,-0.46
265,ロング決済,2024-01-14 23:00,Close entry(s) order LongEnt,42812.1,1,42507.2,253.71,0.60,716.9,1.69,-101.4,-0.24,-4324,-0.43
265,ロングエントリー,2024-01-13 07:00,LongEnt,42507.2,1,42507.2,253.71,0.60,716.9,1.69,-101.4,-0.24,-4324,-0.43
266,ロング決済,2024-01-16 11:00,Close entry(s) order LongEnt,42687.9,1,42510.4,126.38,0.30,828.49,1.95,-216.61,-0.51,-4197.61,-0.42
266,ロングエントリー,2024-01-16 01:00,LongEnt,42510.4,1,42510.4,126.38,0.30,828.49,1.95,-216.61,-0.51,-4197.61,-0.42
267,ショート決済,2024-01-16 21:00,Close entry(s) order ShortEnt,43146.4,1,42933.9,-264.15,-0.61,169.14,0.39,-250.66,-0.58,-4461.76,-0.45
267,ショートエントリー,2024-01-16 18:00,ShortEnt,42933.9,1,42933.9,-264.15,-0.61,169.14,0.39,-250.66,-0.58,-4461.76,-0.45
268,ショート決済,2024-01-18 08:00,Close entry(s) order ShortEnt,42767.6,1,42791,-27.94,-0.07,724.73,1.69,-811.47,-1.90,-4489.7,-0.45
268,ショートエントリー,2024-01-16 22:00,ShortEnt,42791,1,42791,-27.94,-0.07,724.73,1.69,-811.47,-1.90,-4489.7,-0.45
269,ロング決済,2024-01-19 02:00,Close entry(s) order LongEnt,41812.1,1,42539,-777.51,-1.83,245.48,0.58,-1104.52,-2.59,-5267.21,-0.53
269,ロングエントリー,2024-01-18 20:00,LongEnt,42539,1,42539,-777.51,-1.83,245.48,0.58,-1104.52,-2.59,-5267.21,-0.53
270,ショート決済,2024-01-19 18:00,Close entry(s) order ShortEnt,41385.7,1,41274.7,-160.6,-0.39,116.04,0.28,-200.06,-0.48,-5427.81,-0.54
270,ショートエントリー,2024-01-19 16:00,ShortEnt,41274.7,1,41274.7,-160.6,-0.39,116.04,0.28,-200.06,-0.48,-5427.81,-0.54
271,ロング決済,2024-01-21 02:00,Close entry(s) order LongEnt,41572.2,1,40891.6,631.12,1.54,1258.87,3.08,-660.63,-1.61,-4796.68,-0.48
271,ロングエントリー,2024-01-20 00:00,LongEnt,40891.6,1,40891.6,631.12,1.54,1258.87,3.08,-660.63,-1.61,-4796.68,-0.48
272,ショート決済,2024-01-23 01:00,Close entry(s) order ShortEnt,40510.2,1,41710.4,1150.87,2.76,1366.17,3.27,-179.13,-0.43,-3645.82,-0.36
272,ショートエントリー,2024-01-21 20:00,ShortEnt,41710.4,1,41710.4,1150.87,2.76,1366.17,3.27,-179.13,-0.43,-3645.82,-0.36
273,ロング決済,2024-01-23 20:00,Close entry(s) order LongEnt,38839.9,1,39855.7,-1063.02,-2.67,285.39,0.72,-1243.81,-3.12,-4708.83,-0.47
273,ロングエントリー,2024-01-23 09:00,LongEnt,39855.7,1,39855.7,-1063.02,-2.67,285.39,0.72,-1243.81,-3.12,-4708.83,-0.47
274,ロング決済,2024-01-25 02:00,Close entry(s) order LongEnt,40122.8,1,39188.9,886.31,2.26,1331.59,3.40,-297.91,-0.76,-3822.52,-0.38
274,ロングエントリー,2024-01-24 00:00,LongEnt,39188.9,1,39188.9,886.31,2.26,1331.59,3.40,-297.91,-0.76,-3822.52,-0.38
275,ショート決済,2024-01-26 08:00,Close entry(s) order ShortEnt,39940.4,1,39962,-26.34,-0.07,410.72,1.03,-359.88,-0.90,-3848.86,-0.38
275,ショートエントリー,2024-01-25 10:00,ShortEnt,39962,1,39962,-26.34,-0.07,410.72,1.03,-359.88,-0.90,-3848.86,-0.38
276,ショート決済,2024-01-28 07:00,Close entry(s) order ShortEnt,42120.9,1,41759,-412.23,-0.99,18.14,0.04,-437.86,-1.05,-4261.09,-0.43
276,ショートエントリー,2024-01-28 02:00,ShortEnt,41759,1,41759,-412.23,-0.99,18.14,0.04,-437.86,-1.05,-4261.09,-0.43
277,ショート決済,2024-01-29 18:00,Close entry(s) order ShortEnt,42261,1,42295,-16.73,-0.04,343.12,0.81,-46.58,-0.11,-4277.82,-0.43
277,ショートエントリー,2024-01-29 12:00,ShortEnt,42295,1,42295,-16.73,-0.04,343.12,0.81,-46.58,-0.11,-4277.82,-0.43
278,ロング決済,2024-01-30 22:00,Close entry(s) order LongEnt,43257,1,41923,1282.89,3.06,1915.55,4.57,-98.15,-0.23,-2994.93,-0.30
278,ロングエントリー,2024-01-29 23:00,LongEnt,41923,1,41923,1282.89,3.06,1915.55,4.57,-98.15,-0.23,-2994.93,-0.30
279,ロング決済,2024-02-01 13:00,Close entry(s) order LongEnt,42054.1,1,42624,-620.71,-1.46,14.73,0.03,-789.57,-1.85,-3615.64,-0.36
279,ロングエントリー,2024-02-01 07:00,LongEnt,42624,1,42624,-620.71,-1.46,14.73,0.03,-789.57,-1.85,-3615.64,-0.36
280,ロング決済,2024-02-01 19:00,Close entry(s) order LongEnt,42200,1,42137.9,11.5,0.03,151.22,0.36,-74.18,-0.18,-3604.14,-0.36
280,ロングエントリー,2024-02-01 14:00,LongEnt,42137.9,1,42137.9,11.5,0.03,151.22,0.36,-74.18,-0.18,-3604.14,-0.36
281,ショート決済,2024-02-02 03:00,Close entry(s) order ShortEnt,42819.3,1,42489.4,-381.09,-0.90,128.41,0.30,-675.99,-1.59,-3985.23,-0.40
281,ショートエントリー,2024-02-02 00:00,ShortEnt,42489.4,1,42489.4,-381.09,-0.90,128.41,0.30,-675.99,-1.59,-3985.23,-0.40
282,ロング決済,2024-02-02 22:00,Close entry(s) order LongEnt,42664,1,43077,-464.44,-1.08,145.85,0.34,-587.85,-1.36,-4449.67,-0.44
282,ロングエントリー,2024-02-02 14:00,LongEnt,43077,1,43077,-464.44,-1.08,145.85,0.34,-587.85,-1.36,-4449.67,-0.44
283,ショート決済,2024-02-03 14:00,Close entry(s) order ShortEnt,43143.6,1,43184,-11.4,-0.03,414.79,0.96,-198.41,-0.46,-4461.07,-0.45
283,ショートエントリー,2024-02-03 01:00,ShortEnt,43184,1,43184,-11.4,-0.03,414.79,0.96,-198.41,-0.46,-4461.07,-0.45
284,ロング決済,2024-02-06 06:00,Close entry(s) order LongEnt,42354,1,42855.8,-552.93,-1.29,691.49,1.61,-707.01,-1.65,-5013.99,-0.50
284,ロングエントリー,2024-02-05 05:00,LongEnt,42855.8,1,42855.8,-552.93,-1.29,691.49,1.61,-707.01,-1.65,-5013.99,-0.50
285,ショート決済,2024-02-07 00:00,Close entry(s) order ShortEnt,43219.3,1,42799.3,-471.61,-1.10,151.62,0.35,-480.28,-1.12,-5485.6,-0.55
285,ショートエントリー,2024-02-06 13:00,ShortEnt,42799.3,1,42799.3,-471.61,-1.10,151.62,0.35,-480.28,-1.12,-5485.6,-0.55
286,ショート決済,2024-02-08 04:00,Close entry(s) order ShortEnt,43591,1,42873,-769.88,-1.79,5.48,0.01,-852.72,-1.99,-6255.48,-0.63
286,ショートエントリー,2024-02-07 19:00,ShortEnt,42873,1,42873,-769.88,-1.79,5.48,0.01,-852.72,-1.99,-6255.48,-0.63
287,ショート決済,2024-02-09 22:00,Close entry(s) order ShortEnt,47459.2,1,45059.6,-2455.11,-5.45,138.96,0.31,-2717.34,-6.03,-8710.59,-0.87
287,ショートエントリー,2024-02-09 01:00,ShortEnt,45059.6,1,45059.6,-2455.11,-5.45,138.96,0.31,-2717.34,-6.03,-8710.59,-0.87
288,ショート決済,2024-02-11 04:00,Close entry(s) order ShortEnt,47533.1,1,47259,-330.98,-0.70,77.04,0.16,-449.36,-0.95,-9041.57,-0.90
288,ショートエントリー,2024-02-11 01:00,ShortEnt,47259,1,47259,-330.98,-0.70,77.04,0.16,-449.36,-0.95,-9041.57,-0.90
289,ショート決済,2024-02-14 15:00,Close entry(s) order ShortEnt,49629.8,1,49473.7,-215.56,-0.44,230.12,0.46,-212.38,-0.43,-9257.13,-0.93
289,ショートエントリー,2024-02-14 09:00,ShortEnt,49473.7,1,49473.7,-215.56,-0.44,230.12,0.46,-212.38,-0.43,-9257.13,-0.93
290,ショート決済,2024-02-16 13:00,Close entry(s) order ShortEnt,52124.6,1,52166.8,-20.37,-0.04,826.8,1.58,-705.9,-1.35,-9277.51,-0.93
290,ショートエントリー,2024-02-15 13:00,ShortEnt,52166.8,1,52166.8,-20.37,-0.04,826.8,1.58,-705.9,-1.35,-9277.51,-0.93
291,ロング決済,2024-02-17 15:00,Close entry(s) order LongEnt,51935.4,1,51864,9.12,0.02,714.38,1.38,-301.02,-0.58,-9268.39,-0.93
291,ロングエントリー,2024-02-16 17:00,LongEnt,51864,1,51864,9.12,0.02,714.38,1.38,-301.02,-0.58,-9268.39,-0.93
292,ロング決済,2024-02-19 05:00,Close entry(s) order LongEnt,51800.8,1,51502.4,236.42,0.46,555.9,1.08,-123.9,-0.24,-9031.97,-0.90
292,ロングエントリー,2024-02-18 12:00,LongEnt,51502.4,1,51502.4,236.42,0.46,555.9,1.08,-123.9,-0.24,-9031.97,-0.90
293,ショート決済,2024-02-20 20:00,Close entry(s) order ShortEnt,52309.7,1,52108.3,-264.05,-0.51,769.34,1.48,-418.26,-0.80,-9296.02,-0.93
293,ショートエントリー,2024-02-19 17:00,ShortEnt,52108.3,1,52108.3,-264.05,-0.51,769.34,1.48,-418.26,-0.80,-9296.02,-0.93
294,ロング決済,2024-02-21 15:00,Close entry(s) order LongEnt,51734.5,1,51328.9,343.76,0.67,1181.9,2.30,-116.2,-0.23,-8952.26,-0.90
294,ロングエントリー,2024-02-21 02:00,LongEnt,51328.9,1,51328.9,343.76,0.67,1181.9,2.30,-116.2,-0.23,-8952.26,-0.90
295,ショート決済,2024-02-24 09:00,Close entry(s) order ShortEnt,50900,1,50999.5,38.36,0.08,450.2,0.88,-378.1,-0.74,-8913.9,-0.89
295,ショートエントリー,2024-02-23 21:00,ShortEnt,50999.5,1,50999.5,38.36,0.08,450.2,0.88,-378.1,-0.74,-8913.9,-0.89
296,ロング決済,2024-02-25 14:00,Close entry(s) order LongEnt,51674.4,1,50806.6,806.31,1.59,1075.32,2.12,-148.38,-0.29,-8107.58,-0.81
296,ロングエントリー,2024-02-24 11:00,LongEnt,50806.6,1,50806.6,806.31,1.59,1075.32,2.12,-148.38,-0.29,-8107.58,-0.81
297,ショート決済,2024-02-28 22:00,Close entry(s) order ShortEnt,60516.8,1,56998.4,-3588.91,-6.29,747.4,1.31,-4106.4,-7.20,-11696.49,-1.17
297,ショートエントリー,2024-02-27 23:00,ShortEnt,56998.4,1,56998.4,-3588.91,-6.29,747.4,1.31,-4106.4,-7.20,-11696.49,-1.17
298,ショート決済,2024-03-01 15:00,Close entry(s) order ShortEnt,61602,1,63040,1363.21,2.16,2567.28,4.07,-581.62,-0.92,-10333.28,-1.03
298,ショートエントリー,2024-02-29 15:00,ShortEnt,63040,1,63040,1363.21,2.16,2567.28,4.07,-581.62,-0.92,-10333.28,-1.03
299,ロング決済,2024-03-02 15:00,Close entry(s) order LongEnt,61999.6,1,61948,-22.77,-0.04,1178.63,1.90,-204.77,-0.33,-10356.05,-1.04
299,ロングエントリー,2024-03-02 02:00,LongEnt,61948,1,61948,-22.77,-0.04,1178.63,1.90,-204.77,-0.33,-10356.05,-1.04
300,ショート決済,2024-03-03 12:00,Close entry(s) order ShortEnt,61975.5,1,61911,-138.83,-0.22,193.85,0.31,-238.25,-0.38,-10494.88,-1.05
300,ショートエントリー,2024-03-03 05:00,ShortEnt,61911,1,61911,-138.83,-0.22,193.85,0.31,-238.25,-0.38,-10494.88,-1.05
301,ショート決済,2024-03-06 13:00,Close entry(s) order ShortEnt,64641.1,1,66826.8,2106.82,3.15,7686.7,11.50,-278.1,-0.42,-8388.06,-0.84
301,ショートエントリー,2024-03-06 00:00,ShortEnt,66826.8,1,66826.8,2106.82,3.15,7686.7,11.50,-278.1,-0.42,-8388.06,-0.84
302,ショート決済,2024-03-07 23:00,Close entry(s) order ShortEnt,67063,1,66708.1,-435.16,-0.65,156.88,0.24,-1306.92,-1.96,-8823.22,-0.88
302,ショートエントリー,2024-03-07 17:00,ShortEnt,66708.1,1,66708.1,-435.16,-0.65,156.88,0.24,-1306.92,-1.96,-8823.22,-0.88
303,ショート決済,2024-03-09 04:00,Close entry(s) order ShortEnt,68902.4,1,67288.7,-1695.41,-2.52,1143.33,1.70,-3051.67,-4.53,-10518.64,-1.05
303,ショートエントリー,2024-03-08 16:00,ShortEnt,67288.7,1,67288.7,-1695.41,-2.52,1143.33,1.70,-3051.67,-4.53,-10518.64,-1.05
304,ショート決済,2024-03-10 09:00,Close entry(s) order ShortEnt,68378.8,1,68316,-144.82,-0.21,309.71,0.45,-279.99,-0.41,-10663.45,-1.07
304,ショートエントリー,2024-03-09 16:00,ShortEnt,68316,1,68316,-144.82,-0.21,309.71,0.45,-279.99,-0.41,-10663.45,-1.07
305,ロング決済,2024-03-12 14:00,Close entry(s) order LongEnt,72022.5,1,71847.5,88.68,0.12,232.19,0.32,-144.81,-0.20,-10574.78,-1.06
305,ロングエントリー,2024-03-12 13:00,LongEnt,71847.5,1,71847.5,88.68,0.12,232.19,0.32,-144.81,-0.20,-10574.78,-1.06
306,ショート決済,2024-03-13 11:00,Close entry(s) order ShortEnt,72020.2,1,71708.5,-397.94,-0.55,3046.28,4.25,-510.13,-0.71,-10972.71,-1.10
306,ショートエントリー,2024-03-12 23:00,ShortEnt,71708.5,1,71708.5,-397.94,-0.55,3046.28,4.25,-510.13,-0.71,-10972.71,-1.10
307,ショート決済,2024-03-15 09:00,Close entry(s) order ShortEnt,71950.6,1,72985.8,948.24,1.30,4331.01,5.93,-902.59,-1.24,-10024.48,-1.00
307,ショートエントリー,2024-03-14 13:00,ShortEnt,72985.8,1,72985.8,948.24,1.30,4331.01,5.93,-902.59,-1.24,-10024.48,-1.00
308,ロング決済,2024-03-16 21:00,Close entry(s) order LongEnt,67901.7,1,67820.9,-0.63,0.00,2818.91,4.15,-1139.39,-1.68,-10025.11,-1.00
308,ロングエントリー,2024-03-15 18:00,LongEnt,67820.9,1,67820.9,-0.63,0.00,2818.91,4.15,-1139.39,-1.68,-10025.11,-1.00
